gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
5336-a,1459898162382,1,closer,target,187,26,50,3,3,distr1,137,17,50,2,2,distr2,122,7,50,1,1,16,15,9,true
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
4756-2,1459899557501,1,equal,target,46,85,50,1,3,distr2,278,99,50,2,1,distr1,331,66,50,3,2,64,79,24,true
4756-2,1459899589894,2,closer,target,102,75,50,3,3,distr1,90,62,50,2,1,distr2,151,74,50,1,2,5,12,14,true
4756-2,1459899644885,3,closer,target,215,17,50,1,1,distr1,243,11,50,2,3,distr2,287,27,50,3,2,9,19,14,true
4756-2,1459899668812,4,further,target,359,7,50,3,1,distr2,117,15,50,2,3,distr1,333,16,50,1,2,10,31,42,true
4756-2,1459899689842,5,equal,target,338,98,50,3,2,distr2,209,82,50,2,3,distr1,249,16,50,1,1,32,47,23,true
4756-2,1459899706669,6,equal,target,50,68,50,3,3,distr1,5,94,50,1,2,distr2,231,74,50,2,1,47,80,51,true
4756-2,1459899799086,7,closer,distr2,37,27,50,3,2,distr1,304,1,50,2,3,target,29,13,50,1,1,10,10,19,false
4756-2,1459899812644,8,closer,target,81,81,50,1,1,distr2,78,42,50,2,2,distr1,118,57,50,3,3,13,14,12,true
4756-2,1459899892654,9,equal,target,200,68,50,2,3,distr1,177,83,50,3,2,distr2,157,26,50,1,1,29,29,21,true
4756-2,1459899914443,10,closer,distr2,260,24,50,1,2,distr1,287,74,50,2,1,target,267,65,50,3,3,10,15,17,false
4756-2,1459899934440,11,equal,target,327,77,50,2,2,distr2,54,94,50,1,1,distr1,30,42,50,3,3,41,76,31,true
4756-2,1459899959676,12,further,distr1,322,21,50,2,3,distr2,247,0,50,3,1,target,262,36,50,1,2,17,27,21,false
4756-2,1459900021048,13,closer,distr1,138,1,50,3,2,distr2,200,24,50,2,1,target,184,6,50,1,3,6,9,14,false
4756-2,1459900055124,14,further,target,85,12,50,2,2,distr2,223,38,50,3,1,distr1,108,15,50,1,3,6,39,41,true
4756-2,1459900097415,15,closer,target,353,61,50,1,3,distr1,346,65,50,3,1,distr2,8,65,50,2,2,5,9,14,true
4756-2,1459900115305,16,closer,distr1,250,31,50,3,3,distr2,232,27,50,2,2,target,252,48,50,1,1,8,13,6,false
4756-2,1459900186385,17,equal,distr1,113,16,50,3,3,target,307,12,50,1,2,distr2,205,67,50,2,1,43,32,40,false
4756-2,1459900221387,18,closer,distr1,107,34,50,3,1,distr2,148,79,50,1,2,target,102,51,50,2,3,7,12,15,false
4756-2,1459900238017,19,further,distr1,59,10,50,1,2,target,32,2,50,2,1,distr2,318,27,50,3,3,10,25,37,false
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
