gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,targetX,targetY,targetHex,alt1X,alt1Y,alt1Hex,alt2X,alt2Y,alt2Hex,clickX,clickY,clickHex
1124-1,1459877550507,26,closer,target,332,43,50,2,1,distr2,189,5,50,1,2,distr1,307,61,50,3,3,13,19,15,true,37.96674649293386,-20.187277199793304,#B6497C,36.71071641227493,-48.716766112884876,#CD32BB,-4.938441702975689,-0.7821723252011537,#798486,37.96674649293386,-20.187277199793304,#B6497C
1124-1,1459877556618,27,closer,target,350,88,50,2,3,distr2,19,34,50,1,1,distr1,355,23,50,3,2,19,19,14,true,86.66308226507431,-15.281039634689874,#F00F35,22.912478056110146,-2.004582083196141,#9D6267,32.147631570376774,11.069317251543328,#AB7054,86.66308226507431,-15.281039634689874,#F00F35
1124-1,1459877568858,28,closer,target,299,44,50,3,1,distr2,297,84,50,1,3,distr1,328,78,50,2,2,14,9,16,true,21.33162329083884,-38.483267114133405,#B647B8,66.14775150020121,-41.33370261018999,#E31C86,38.13520197812192,-74.84454803182291,#E014EB,21.33162329083884,-38.483267114133405,#B647B8
1124-1,1459877578418,29,further,target,14,70,50,2,3,distr2,302,57,50,3,1,distr1,21,34,50,1,2,13,40,38,true,67.92070083931975,16.93453269197674,#D95026,31.741734500904858,12.18451028454021,#AB7254,30.205398061292666,-48.33874148091628,#C837C3,67.92070083931975,16.93453269197674,#D95026
1124-1,1459877586169,30,further,target,93,60,50,3,2,distr1,85,86,50,2,1,distr2,351,41,50,1,3,9,70,75,true,-3.1401573745766305,59.91777208527443,#78CC33,7.4953938762986,85.67274403589012,#92ED12,40.49522196440064,-6.4138130666494755,#B44B5B,-3.1401573745766305,59.91777208527443,#78CC33
1124-1,1459877595593,31,equal,target,336,6,50,3,1,distr2,166,67,50,1,2,distr1,90,55,50,2,3,43,43,22,true,5.481272745855605,-2.440419858454801,#87787E,3.3677786976552213e-15,55,#80C639,-65.00981366049176,16.208767005177737,#2AD5AD,5.481272745855605,-2.440419858454801,#87787E
1124-1,1459877604881,32,further,distr1,93,14,50,3,3,distr2,299,80,50,2,2,target,162,51,50,1,1,19,51,62,false,-48.50388233105283,15.759866713122323,#3EC19A,-0.7327033874012138,13.980813486564033,#7E916E,38.784769619706985,-69.96957657115165,#E219E6,-0.7327033874012138,13.980813486564033,#7E916E
1124-1,1459877628913,33,closer,target,46,38,50,3,3,distr2,32,35,50,2,2,distr1,44,62,50,1,1,8,11,16,true,26.397018077441896,27.33491241286874,#B0994F,44.59906762099637,43.06881896845783,#CFA430,29.681683365474907,18.54717424816217,#AC8253,26.397018077441896,27.33491241286874,#B0994F
1124-1,1459877668913,34,closer,distr2,263,39,50,3,3,target,290,26,50,2,2,distr1,303,50,50,1,1,10,10,15,false,8.892523726467394,-24.432008140433616,#965EA1,27.231951750751332,-41.93352839727121,#BF40B9,-4.7529043928007395,-38.70929991401156,#744EB1,-4.7529043928007395,-38.70929991401156,#744EB1
1124-1,1459877676889,35,equal,target,6,92,50,2,3,distr1,289,48,50,1,1,distr2,125,26,50,3,2,41,62,49,true,91.49601437388114,9.61661862062412,#F5220A,15.627271413943504,-45.384891628767214,#A642BD,-14.9129873451272,21.297953151513784,#5EA164,91.49601437388114,9.61661862062412,#F5220A
1124-1,1459877688639,36,further,target,83,70,50,1,1,distr1,116,57,50,2,2,distr2,186,80,50,3,3,11,42,39,true,8.530854038360324,69.47823061489254,#94D926,-24.98715536697742,51.231260639052515,#41C837,-79.56175162946187,-8.36227706141228,#19D1E6,8.530854038360324,69.47823061489254,#94D926
1124-1,1459877694569,37,further,target,210,34,50,3,2,distr2,116,17,50,1,3,distr1,276,1,50,2,1,18,35,23,true,-29.444863728670914,-17.000000000000004,#547FAB,0.10452846326765299,-0.9945218953682734,#807E81,-7.452309495414318,15.279498787085839,#6D956A,-29.444863728670914,-17.000000000000004,#547FAB
1124-1,1459877719800,38,further,target,146,11,50,3,3,distr2,301,78,50,2,1,distr1,96,21,50,1,2,12,36,71,true,-9.119413298105458,6.151121938178216,#718E7E,-2.1950977286207247,20.88495980273374,#7A9A65,40.17296984298422,-66.85904945476476,#E31CE0,-9.119413298105458,6.151121938178216,#718E7E
1124-1,1459877729047,39,closer,target,20,10,50,3,2,distr2,337,19,50,1,3,distr1,243,5,50,2,1,12,16,16,true,9.396926207859085,3.420201433256687,#8C7B73,-2.2699524986977346,-4.455032620941839,#7A7986,17.489592215596364,-7.423891441296203,#98677A,9.396926207859085,3.420201433256687,#8C7B73
1124-1,1459877735759,40,equal,target,27,28,50,3,1,distr2,131,12,50,2,3,distr1,163,98,50,1,2,48,27,30,true,24.9481826772743,12.711733992707309,#A37C5C,-93.71786608437748,28.65242706282819,#03FCB6,-7.8727083478860855,9.056514962673266,#708F76,24.9481826772743,12.711733992707309,#A37C5C
1124-1,1459877745055,41,closer,target,241,57,50,2,1,distr1,267,52,50,3,3,distr2,279,77,50,1,2,9,14,7,true,-27.6341483540412,-49.85332330694556,#3937C8,-2.721469724633104,-51.92873580723784,#793DC2,12.045453808097761,-76.0520022258256,#9D1DE2,-27.6341483540412,-49.85332330694556,#3937C8
1124-1,1459877764335,42,closer,distr2,178,31,50,1,1,distr1,188,15,50,2,3,target,171,42,50,3,2,17,6,12,false,-41.482910304995784,6.570247531689701,#4AB5A5,-14.854021031123553,-2.0875965144009827,#6C8E93,-30.98111563759197,1.0818843977775354,#58A7A4,-30.98111563759197,1.0818843977775354,#58A7A4
1124-1,1459877773943,43,equal,target,245,82,50,3,1,distr1,246,8,50,2,2,distr2,317,61,50,1,3,30,28,25,true,-34.65469746273733,-74.31723853700531,#2817E8,-3.253893144606401,-7.308363661140808,#77758A,44.61257579876941,-41.60189996381239,#CD32A1,-34.65469746273733,-74.31723853700531,#2817E8
1124-1,1459877785822,44,equal,target,159,24,50,1,1,distr2,149,78,50,2,3,distr1,262,5,50,3,2,28,23,41,true,-22.405930235932843,8.600830789087205,#619E89,-0.6958655048003292,-4.951340343707852,#7E7986,-66.85904945476474,40.172969842984244,#1CE37C,-22.405930235932843,8.600830789087205,#619E89
1124-1,1459877793597,45,equal,target,185,8,50,2,2,distr1,82,94,50,3,1,distr2,278,73,50,1,3,42,23,103,true,-7.969557584733964,-0.6972459419812636,#75888A,13.082271490246153,93.08519846170762,#9FF708,10.15963637008478,-72.28956901813464,#9822DD,-7.969557584733964,-0.6972459419812636,#75888A
1124-1,1459877814455,46,equal,target,167,10,50,1,1,distr2,348,99,50,2,2,distr1,131,98,50,3,3,38,44,91,true,-9.743700647852352,2.249510543438652,#738C87,-64.29378484106971,73.96153886183167,#03FC30,96.83661247264675,-20.583257390958227,#FE0134,-9.743700647852352,2.249510543438652,#738C87
1124-1,1459877825950,47,equal,target,18,84,50,1,1,distr2,142,51,50,3,2,distr1,193,25,50,2,3,43,65,32,true,79.88874736879289,25.957427527495582,#EB5514,-24.359251619630882,-5.623776358596625,#60929F,-40.18854843394281,31.398735241608577,#3EC16E,79.88874736879289,25.957427527495582,#EB5514
1124-1,1459877838255,48,closer,target,149,48,50,3,1,distr2,166,77,50,1,2,distr1,142,95,50,2,3,17,11,17,true,-41.14403043370138,24.721827595682612,#42BD7D,-74.86102159263856,58.48784015593755,#06F95F,-74.71277092325172,18.627985961174414,#1DE2B4,-41.14403043370138,24.721827595682612,#42BD7D
1124-1,1459877853389,49,closer,target,121,24,50,2,2,distr2,100,28,50,3,1,distr1,87,10,50,1,3,13,5,13,true,-12.360913797841302,20.572015216850694,#619E62,0.5233595624294397,9.986295347545738,#818C73,-4.8621489746740485,27.574617084341824,#74A35C,-12.360913797841302,20.572015216850694,#619E62
1124-1,1459877868045,50,equal,target,63,62,50,2,3,distr2,161,2,50,1,1,distr1,18,98,50,3,2,51,35,33,true,28.147410983851906,55.242404499678806,#C7CF30,93.20353859692504,30.283665448744845,#FC4E03,-1.8910371511986337,0.6511363089143132,#7D8280,28.147410983851906,55.242404499678806,#C7CF30
8235-6,1459877229621,1,further,target,105,56,50,1,1,distr2,227,79,50,2,2,distr1,71,67,50,3,3,14,71,90,true,-14.493866525741169,54.09184627218782,#5CC738,21.8130663486295,63.34974456515422,#B6D52A,-53.877870444937386,-57.77694242791446,#1B46E4,-14.493866525741169,54.09184627218782,#5CC738
8235-6,1459877241811,2,equal,target,116,35,50,2,1,distr1,65,75,50,3,2,distr2,327,31,50,1,3,23,66,70,true,-15.342990137617713,31.457791620470843,#59AC53,31.696369630552457,67.97308402774874,#CFDF20,25.998787606308145,-16.883810085465836,#A75883,-15.342990137617713,31.457791620470843,#59AC53
8235-6,1459877249756,3,equal,target,8,61,50,3,2,distr2,109,65,50,1,1,distr1,285,65,50,2,3,39,72,99,true,60.40635219323579,8.489559158563992,#CD4632,16.82323793166382,-62.785178708789445,#A92DD2,-21.16193003971518,61.458707413955594,#4BD22D,60.40635219323579,8.489559158563992,#CD4632
8235-6,1459877257613,4,equal,target,52,3,50,1,1,distr2,209,73,50,2,3,distr1,319,71,50,3,2,34,30,43,true,1.846984425976975,2.3640322608201663,#83827C,53.584380195816806,-46.58019105832602,#DA25A1,-63.8472386211759,-35.3911022779826,#2283DD,1.846984425976975,2.3640322608201663,#83827C
8235-6,1459877283191,5,closer,target,21,33,50,3,3,distr2,20,10,50,1,2,distr1,350,25,50,2,1,17,12,17,true,30.808154074407657,11.826142334994909,#AA7355,24.6201938253052,-4.34120444167326,#9F606A,9.396926207859085,3.420201433256687,#8C7B73,30.808154074407657,11.826142334994909,#AA7355
8235-6,1459877293890,6,equal,target,228,30,50,1,1,distr2,179,12,50,3,2,distr1,322,98,50,2,3,35,26,25,true,-20.073918190765745,-22.29434476432183,#5969A6,77.22505385345876,-60.3348245819145,#FC03A1,-11.998172341876696,0.20942887724740128,#708F8E,-20.073918190765745,-22.29434476432183,#5969A6
8235-6,1459877307724,7,closer,target,298,0,50,3,1,distr2,348,12,50,1,2,distr1,227,21,50,2,3,17,14,19,true,0,0,#808080,-14.32196556131247,-15.35842773400258,#65709A,11.737771208805666,-2.4949402898131186,#8F7076,0,0,#808080
8235-6,1459877330182,8,closer,target,164,84,50,3,1,distr1,108,54,50,1,3,distr2,120,40,50,2,2,18,19,6,true,-80.74598245881879,23.153537888627934,#14EBB1,-16.686917696247157,51.3570518799383,#56C43B,-19.999999999999993,34.64101615137755,#4DB34D,-80.74598245881879,23.153537888627934,#14EBB1
8235-6,1459877341290,9,further,target,51,33,50,3,3,distr2,335,41,50,1,2,distr1,72,49,50,2,1,14,49,66,true,20.767572904644638,25.64581672808004,#AA9D55,15.141832724372424,46.60176929846252,#A5BE41,37.158619268502655,-17.32734873136867,#B44B77,20.767572904644638,25.64581672808004,#AA9D55
8235-6,1459877386798,10,closer,distr2,43,0,50,2,2,distr1,179,16,50,3,3,target,106,6,50,1,1,11,10,15,false,-1.6538241349019942,5.767570175629913,#7B8778,-15.99756312250226,0.279238502996535,#6B9493,0,0,#808080,0,0,#808080
8235-6,1459877399936,11,closer,target,90,54,50,2,1,distr1,74,23,50,3,2,distr2,95,26,50,1,3,15,13,5,true,3.3065463576978537e-15,54,#80C43B,6.339659183790981,22.109019006581335,#8F9D62,-2.2660493114391143,25.901062150385386,#7AA15E,3.3065463576978537e-15,54,#80C43B
8235-6,1459877412931,12,equal,target,47,39,50,1,3,distr1,231,3,50,2,1,distr2,320,24,50,3,2,29,47,21,true,26.59793604243744,28.522794363147646,#B19C4E,-1.8879611731495136,-2.331437884370912,#7C7D83,18.38506663485547,-15.42690263247695,#9E618A,26.59793604243744,28.522794363147646,#B19C4E
8235-6,1459877422020,13,equal,target,14,53,50,1,2,distr2,53,15,50,2,3,distr1,138,67,50,3,1,65,29,28,true,51.425673492627816,12.82186046678239,#C35B3C,-49.7907033069854,44.83175062604351,#2AD55D,9.027225347280725,11.979532650709393,#938E6C,51.425673492627816,12.82186046678239,#C35B3C
8235-6,1459877431485,14,closer,target,316,3,50,3,1,distr2,215,31,50,2,2,distr1,253,16,50,1,3,15,18,13,true,2.1580194010159524,-2.0839751113769927,#837C81,-4.677947275563794,-15.300876095408565,#746B94,-25.393713372958747,-17.78086952688243,#5879A7,2.1580194010159524,-2.0839751113769927,#837C81
8235-6,1459877443841,15,further,target,214,20,50,2,3,distr1,181,20,50,3,2,distr2,168,84,50,1,1,18,40,26,true,-16.580751451100838,-11.183858069414933,#667C99,-19.996953903127825,-0.3490481287456727,#669899,-82.16439846163968,17.464582028691783,#14EBC0,-16.580751451100838,-11.183858069414933,#667C99
8235-6,1459877454170,16,further,target,254,40,50,1,1,distr1,221,60,50,2,3,distr2,134,39,50,3,2,13,55,54,true,-11.025494232679955,-38.450467837532756,#644DB3,-45.282574813366324,-39.363541739430424,#3363CC,-27.0916764479009,28.05425221320739,#4EB165,-11.025494232679955,-38.450467837532756,#644DB3
8235-6,1459877472016,17,further,target,337,59,50,1,3,distr1,317,67,50,2,1,distr2,43,43,50,3,2,12,49,58,true,54.30978635369397,-23.053136580867157,#CB346E,49.000698008484434,-45.693890124187384,#D52AA5,31.44820916962433,29.325929482687435,#B69749,54.30978635369397,-23.053136580867157,#CB346E
8235-6,1459877494483,18,closer,target,138,55,50,3,2,distr1,83,27,50,1,3,distr2,162,35,50,2,1,15,15,17,true,-40.87296540125667,36.802183349737206,#39C663,3.2904722719389823,26.798746094315693,#88A25D,-33.28697807033037,10.815594803123163,#53AC91,-40.87296540125667,36.802183349737206,#39C663
8235-6,1459877515389,19,closer,target,101,80,50,3,2,distr2,96,57,50,2,3,distr1,138,71,50,1,1,8,7,9,true,-15.264719630123585,78.53017467581311,#5AE619,-52.763282608894976,47.508273051478945,#25DA5B,-5.958122406256253,56.687748035991575,#71C837,-15.264719630123585,78.53017467581311,#5AE619
8235-6,1459877534591,20,closer,target,276,73,50,1,3,distr1,292,45,50,3,1,distr2,316,81,50,2,2,10,19,12,true,7.630577818538668,-72.60009836188395,#9222DD,16.857296703716038,-41.723273455505435,#AA46B9,58.26652382743072,-56.267328007178804,#E718B0,7.630577818538668,-72.60009836188395,#9222DD
8235-6,1459877566880,21,further,target,6,68,50,3,2,distr2,33,74,50,1,3,distr1,348,63,50,2,1,13,27,37,true,67.62748888504258,7.107935502200436,#D63A29,61.62329884622975,-13.098436521518872,#D02F4F,62.06162202796138,40.30328859111201,#DE8921,67.62748888504258,7.107935502200436,#D63A29
8235-6,1459877599853,22,further,target,285,30,50,2,3,distr1,298,56,50,3,2,distr2,163,96,50,1,1,10,59,62,true,7.764571353075609,-28.977774788672054,#9359A6,26.290407516009864,-49.44506520009992,#C238C7,-91.80525657245141,28.067683653382716,#05FAB5,7.764571353075609,-28.977774788672054,#9359A6
8235-6,1459877614379,23,closer,target,126,48,50,2,3,distr1,165,98,50,1,2,distr2,153,70,50,3,1,19,10,10,true,-28.213692110038707,38.83281572999748,#42BD4F,-94.66073097632868,25.36426642004706,#03FCBE,-62.370456693185744,31.77933498176828,#26D988,-28.213692110038707,38.83281572999748,#42BD4F
8235-6,1459877627085,24,closer,target,299,53,50,2,2,distr1,300,29,50,1,1,distr2,286,35,50,3,3,8,8,5,true,25.694909873055877,-46.35484447838797,#C13CC3,14.500000000000004,-25.11473670974872,#A45BA4,9.647307453594978,-33.644159357841154,#9753AC,25.694909873055877,-46.35484447838797,#C13CC3
8235-6,1459877648648,25,closer,target,339,13,50,2,2,distr2,6,13,50,3,3,distr1,357,52,50,1,1,19,6,19,true,12.13654554446362,-4.65878334408891,#906F7B,51.92873580723784,-2.721469724633107,#C23D44,12.928784639787553,1.3588700224794952,#90726F,12.13654554446362,-4.65878334408891,#906F7B
8235-6,1459877672422,26,closer,target,67,16,50,2,3,distr1,130,31,50,3,1,distr2,76,32,50,1,2,15,10,12,true,6.2516980558283795,14.728077655239046,#8F946B,-19.92641590028272,23.747377736688318,#58A765,7.741500659189366,31.049463240831887,#93A857,6.2516980558283795,14.728077655239046,#8F946B
8235-6,1459877685079,27,further,target,254,20,50,3,2,distr1,248,46,50,1,3,distr2,290,99,50,2,1,15,23,22,true,-5.512747116339978,-19.225233918766378,#726699,-17.231903297131964,-42.65045731007222,#5445BA,33.85999418924123,-93.02956945780493,#D401FE,-5.512747116339978,-19.225233918766378,#726699
8235-6,1459877700345,28,equal,target,94,24,50,2,3,distr2,115,81,50,3,1,distr1,169,76,50,1,2,23,23,23,true,-1.674155369859008,23.94153720623578,#7B9E61,-74.60366594202246,14.501483648617418,#1FE0BD,-34.232079200996644,73.41093074996866,#29E718,-1.674155369859008,23.94153720623578,#7B9E61
8235-6,1459877723056,29,further,target,238,64,50,2,3,distr2,32,94,50,1,2,distr1,238,50,50,3,1,5,67,63,true,-33.91483291092512,-54.275078154011254,#2E33D1,-26.49596321166025,-42.40240480782129,#4044BF,79.71652103870404,49.81241083792126,#F78708,-33.91483291092512,-54.275078154011254,#2E33D1
8235-6,1459877730867,30,equal,target,191,5,50,3,2,distr2,4,19,50,2,3,distr1,82,78,50,1,1,40,24,54,true,-4.90813591723832,-0.9540449768827236,#798486,10.855501874885107,77.24090936184248,#9AE31C,18.95371695493666,1.3253730011383809,#986B67,-4.90813591723832,-0.9540449768827236,#798486
8235-6,1459877743729,31,further,target,250,35,50,3,1,distr1,265,54,50,1,3,distr2,355,72,50,2,2,8,38,39,true,-11.9707050163984,-32.88924172750679,#6253AC,-4.706410108373546,-53.79451369695426,#743BC4,71.72601826260568,-6.275213477831399,#DB2433,-11.9707050163984,-32.88924172750679,#6253AC
8235-6,1459877751978,32,further,target,162,79,50,2,1,distr2,51,50,50,3,2,distr1,97,68,50,1,3,18,32,22,true,-75.13346478731712,24.412342555620853,#1BE4A8,-8.287115351550021,67.4931383116099,#6BD629,31.466019552491876,38.85729807284854,#BFAC40,-75.13346478731712,24.412342555620853,#1BE4A8
8235-6,1459877761004,33,closer,target,88,50,50,2,2,distr1,138,58,50,3,3,distr2,150,79,50,1,1,11,15,6,true,1.744974835125054,49.969541350954785,#84BF40,-43.10239987768885,38.80957516881379,#36C962,-68.41600689897066,39.49999999999999,#1BE480,1.744974835125054,49.969541350954785,#84BF40
8235-6,1459877789997,34,further,target,128,80,50,3,2,distr2,8,23,50,2,3,distr1,100,88,50,1,1,5,59,59,true,-49.25291802605266,63.04086028853776,#19E635,-15.281039634689867,86.66308226507431,#5AF00F,22.77616558105612,3.200981322081505,#9D6A62,-49.25291802605266,63.04086028853776,#19E635
8235-6,1459877807554,35,further,target,148,32,50,3,2,distr2,359,1,50,2,3,distr1,160,82,50,1,1,17,27,37,true,-27.137539077005634,16.957416455462557,#57A87D,-77.05479490444448,28.04565175270485,#17E8A2,0.9998476951563913,-0.01745240643728356,#817E7E,-27.137539077005634,16.957416455462557,#57A87D
8235-6,1459877823236,36,equal,target,58,52,50,1,2,distr1,350,6,50,3,3,distr2,209,62,50,2,1,37,64,26,true,27.555801740126654,44.098501000134156,#C2BD3D,5.908846518073248,-1.0418890660015823,#87787A,-54.226421842642544,-30.058196455272892,#3082CF,27.555801740126654,44.098501000134156,#C2BD3D
8235-6,1459877831685,37,equal,target,143,17,50,2,2,distr1,6,40,50,3,1,distr2,327,87,50,1,3,45,61,22,true,-13.576803670803978,10.230855393584818,#6A957A,39.78087581473093,4.181138530706139,#B3574D,72.9643394112519,-47.383596046307346,#EE118B,-13.576803670803978,10.230855393584818,#6A957A
