x,y,hex
50.455377766351816,12.579938571182723,#C25C3D
52.39596921890381,13.063782362382057,#C45B3B
54.3365606714558,13.547626153581392,#C75938
56.2771521240078,14.031469944780728,#C95836
58.21774357655979,14.515313735980063,#CC5733
60.15833502911178,14.999157527179399,#CF5530
62.098926481663774,15.483001318378735,#D1542E
64.03951793421577,15.96684510957807,#D4532B
65.98010938676777,16.450688900777404,#D65129
67.92070083931975,16.93453269197674,#D95026
69.86129229187175,17.418376483176075,#DB4F24
71.80188374442373,17.902220274375413,#DE4D21
73.74247519697573,18.386064065574747,#E04C1F
75.68306664952773,18.869907856774084,#E34A1C
77.62365810207972,19.353751647973418,#E64919
79.56424955463172,19.837595439172755,#E84817
81.5048410071837,20.32143923037209,#EB4614
83.4454324597357,20.805283021571423,#ED4512
85.38602391228768,21.28912681277076,#F0440F
87.32661536483968,21.772970603970094,#F2420D
89.26720681739168,22.25681439516943,#F5410A
91.20779826994367,22.740658186368766,#F74008
93.14838972249566,23.224501977568103,#FA3E05
95.08898117504765,23.708345768767437,#FC3D03
0,0,#808080
1.9225233918766378,0.5512747116339983,#827E7D
3.8450467837532756,1.1025494232679967,#857D7A
5.767570175629913,1.653824134901995,#877C78
7.690093567506551,2.2050988465359933,#8A7B75
9.612616959383189,2.7563735581699915,#8C7A73
11.535140351259827,3.30764826980399,#8F7870
13.457663743136465,3.8589229814379884,#91776E
15.380187135013102,4.410197693071987,#94766B
17.30271052688974,4.961472404705985,#967569
19.225233918766378,5.512747116339983,#997466
21.147757310643016,6.064021827973981,#9C7263
23.070280702519653,6.61529653960798,#9E7161
24.99280409439629,7.166571251241979,#A1705E
26.91532748627293,7.717845962875977,#A36F5C
28.837850878149567,8.269120674509974,#A66E59
30.760374270026205,8.820395386143973,#A86C57
32.68289766190284,9.371670097777972,#AB6B54
34.60542105377948,9.92294480941197,#AD6A52
36.52794444565612,10.474219521045969,#B0694F
38.450467837532756,11.025494232679966,#B3684D
40.372991229409394,11.576768944313965,#B5674A
42.29551462128603,12.128043655947963,#B86547
44.21803801316267,12.679318367581962,#BA6445
46.14056140503931,13.23059307921596,#BD6342
48.063084796915945,13.781867790849958,#BF6240
49.98560818879258,14.333142502483957,#C2613D
51.90813158066922,14.884417214117954,#C45F3B
53.83065497254586,15.435691925751954,#C75E38
55.753178364422496,15.986966637385951,#C95D36
57.675701756299134,16.53824134901995,#CC5C33
59.59822514817577,17.08951606065395,#CF5B30
61.52074854005241,17.640790772287946,#D1592E
63.44327193192905,18.192065483921944,#D4582B
65.36579532380568,18.743340195555945,#D65729
67.28831871568232,19.294614907189942,#D95626
69.21084210755896,19.84588961882394,#DB5524
71.1333654994356,20.397164330457937,#DE5321
73.05588889131224,20.948439042091938,#E0521F
74.97841228318887,21.499713753725935,#E3511C
76.90093567506551,22.050988465359932,#E65019
78.82345906694215,22.602263176993933,#E84F17
80.74598245881879,23.15353788862793,#EB4E14
82.66850585069542,23.704812600261928,#ED4C12
84.59102924257206,24.256087311895925,#F04B0F
86.5135526344487,24.807362023529926,#F24A0D
88.43607602632534,25.358636735163923,#F5490A
90.35859941820198,25.90991144679792,#F74808
92.28112281007861,26.46118615843192,#FA4605
94.20364620195525,27.01246087006592,#FC4503
0,0,#808080
1.902113032590307,0.6180339887498948,#827E7D
3.804226065180614,1.2360679774997896,#857D7A
5.706339097770921,1.8541019662496843,#877C78
7.608452130361228,2.472135954999579,#8A7B75
9.510565162951535,3.090169943749474,#8C7A73
11.412678195541842,3.7082039324993685,#8F7970
13.31479122813215,4.326237921249263,#91786E
15.216904260722456,4.944271909999158,#94776B
17.119017293312762,5.562305898749053,#967669
19.02113032590307,6.180339887498948,#997566
20.923243358493377,6.798373876248843,#9C7463
22.825356391083684,7.416407864998737,#9E7361
24.72746942367399,8.034441853748632,#A1725E
26.6295824562643,8.652475842498527,#A3715C
28.531695488854606,9.270509831248422,#A67059
30.433808521444913,9.888543819998317,#A86F57
32.33592155403522,10.506577808748212,#AB6E54
34.238034586625524,11.124611797498106,#AD6D52
36.14014761921583,11.742645786248001,#B06C4F
38.04226065180614,12.360679774997896,#B36B4D
39.944373684396446,12.978713763747791,#B56A4A
41.84648671698675,13.596747752497686,#B86947
43.74859974957706,14.214781741247581,#BA6845
45.65071278216737,14.832815729997474,#BD6742
47.552825814757675,15.450849718747369,#BF6640
49.45493884734798,16.068883707497264,#C2653D
51.35705187993829,16.68691769624716,#C4643B
53.2591649125286,17.304951684997054,#C76338
55.161277945118904,17.92298567374695,#C96236
57.06339097770921,18.541019662496844,#CC6133
58.96550401029952,19.15905365124674,#CF6030
60.867617042889826,19.777087639996633,#D15F2E
62.76973007548013,20.395121628746526,#D45E2B
64.67184310807043,21.013155617496423,#D65D29
66.57395614066074,21.631189606246316,#D95C26
68.47606917325105,22.249223594996213,#DB5B24
70.37818220584136,22.867257583746106,#DE5A21
72.28029523843166,23.485291572496003,#E0591F
74.18240827102197,24.103325561245896,#E3581C
76.08452130361228,24.721359549995793,#E65719
77.98663433620258,25.339393538745686,#E85617
79.88874736879289,25.957427527495582,#EB5514
81.7908604013832,26.575461516245475,#ED5412
83.6929734339735,27.193495504995372,#F0530F
85.59508646656381,27.811529493745265,#F2520D
87.49719949915412,28.429563482495162,#F5510A
89.39931253174443,29.047597471245055,#F75008
91.30142556433474,29.665631459994948,#FA4F05
93.20353859692504,30.283665448744845,#FC4E03
0,0,#808080
1.8793852415718169,0.6840402866513374,#827F7D
3.7587704831436337,1.3680805733026749,#857E7A
5.638155724715451,2.0521208599540124,#877D78
7.517540966287267,2.7361611466053497,#8A7C75
9.396926207859085,3.420201433256687,#8C7B73
11.276311449430901,4.104241719908025,#8F7A70
13.155696691002717,4.788282006559362,#917A6E
15.035081932574535,5.472322293210699,#94796B
16.914467174146353,6.156362579862037,#967869
18.79385241571817,6.840402866513374,#997766
20.673237657289985,7.524443153164712,#9C7663
22.552622898861802,8.20848343981605,#9E7561
24.43200814043362,8.892523726467386,#A1745E
26.311393382005434,9.576564013118723,#A3745C
28.190778623577252,10.260604299770062,#A67359
30.07016386514907,10.944644586421399,#A87257
31.949549106720887,11.628684873072736,#AB7154
33.828934348292705,12.312725159724074,#AD7052
35.70831958986452,12.996765446375411,#B06F4F
37.58770483143634,13.680805733026748,#B36F4D
39.46709007300815,14.364846019678087,#B56E4A
41.34647531457997,15.048886306329424,#B86D47
43.22586055615179,15.73292659298076,#BA6C45
45.105245797723605,16.4169668796321,#BD6B42
46.98463103929542,17.101007166283434,#BF6A40
48.86401628086724,17.785047452934773,#C2693D
50.74340152243906,18.46908773958611,#C4693B
52.62278676401087,19.153128026237447,#C76838
54.502172005582686,19.837168312888785,#C96736
56.381557247154504,20.521208599540124,#CC6633
58.26094248872632,21.20524888619146,#CF6530
60.14032773029814,21.889289172842798,#D1642E
62.01971297186996,22.573329459494136,#D4632B
63.899098213441775,23.25736974614547,#D66329
65.77848345501359,23.94141003279681,#D96226
67.65786869658541,24.62545031944815,#DB6124
69.53725393815722,25.309490606099484,#DE6021
71.41663917972905,25.993530892750822,#E05F1F
73.29602442130086,26.67757117940216,#E35E1C
75.17540966287268,27.361611466053496,#E65E19
77.05479490444449,28.045651752704835,#E85D17
78.9341801460163,28.729692039356173,#EB5C14
80.81356538758813,29.41373232600751,#ED5B12
82.69295062915994,30.097772612658847,#F05A0F
84.57233587073176,30.781812899310186,#F2590D
86.45172111230357,31.46585318596152,#F5580A
88.3311063538754,32.14989347261286,#F75808
90.21049159544721,32.8339337592642,#FA5705
92.08987683701902,33.51797404591554,#FC5603
0,0,#808080
1.8543677091335748,0.749213186831824,#827F7D
3.7087354182671497,1.498426373663648,#857E7A
5.5631031274007245,2.247639560495472,#877D78
7.417470836534299,2.996852747327296,#8A7D75
9.271838545667874,3.74606593415912,#8C7C73
11.126206254801449,4.495279120990944,#8F7B70
12.980573963935024,5.244492307822768,#917B6E
14.834941673068599,5.993705494654592,#947A6B
16.689309382202175,6.742918681486416,#967969
18.54367709133575,7.49213186831824,#997966
20.39804480046932,8.241345055150065,#9C7863
22.252412509602898,8.990558241981889,#9E7761
24.106780218736475,9.739771428813713,#A1775E
25.961147927870048,10.488984615645537,#A3765C
27.81551563700362,11.23819780247736,#A67559
29.669883346137198,11.987410989309184,#A87557
31.524251055270774,12.736624176141008,#AB7454
33.37861876440435,13.485837362972832,#AD7352
35.23298647353792,14.235050549804656,#B0734F
37.0873541826715,14.98426373663648,#B3724D
38.941721891805074,15.733476923468304,#B5714A
40.79608960093864,16.48269011030013,#B87147
42.65045731007222,17.231903297131954,#BA7045
44.504825019205796,17.981116483963778,#BD6F42
46.35919272833937,18.7303296707956,#BF6F40
48.21356043747295,19.479542857627425,#C26E3D
50.06792814660652,20.22875604445925,#C46D3B
51.922295855740096,20.977969231291073,#C76C38
53.77666356487367,21.727182418122897,#C96C36
55.63103127400724,22.47639560495472,#CC6B33
57.48539898314082,23.225608791786545,#CF6A30
59.339766692274395,23.97482197861837,#D16A2E
61.19413440140797,24.724035165450193,#D4692B
63.04850211054155,25.473248352282017,#D66829
64.90286981967512,26.22246153911384,#D96826
66.7572375288087,26.971674725945665,#DB6724
68.61160523794227,27.72088791277749,#DE6621
70.46597294707584,28.470101099609312,#E0661F
72.32034065620942,29.219314286441136,#E3651C
74.174708365343,29.96852747327296,#E66419
76.02907607447656,30.717740660104784,#E86417
77.88344378361015,31.466953846936608,#EB6314
79.73781149274372,32.216167033768436,#ED6212
81.59217920187729,32.96538022060026,#F0620F
83.44654691101087,33.71459340743208,#F2610D
85.30091462014444,34.46380659426391,#F5600A
87.15528232927802,35.21301978109573,#F76008
89.00965003841159,35.962232967927555,#FA5F05
90.86401774754516,36.71144615475938,#FC5E03
0,0,#808080
1.8270909152852017,0.8134732861516004,#827F7D
3.6541818305704035,1.6269465723032008,#857E7A
5.481272745855605,2.4404198584548014,#877E78
7.308363661140807,3.2538931446064017,#8A7D75
9.135454576426008,4.067366430758002,#8C7D73
10.96254549171121,4.880839716909603,#8F7C70
12.789636406996411,5.694313003061203,#917C6E
14.616727322281614,6.507786289212803,#947B6B
16.443818237566816,7.321259575364404,#967B69
18.270909152852017,8.134732861516005,#997A66
20.098000068137218,8.948206147667605,#9C7A63
21.92509098342242,9.761679433819205,#9E7961
23.752181898707622,10.575152719970806,#A1795E
25.579272813992823,11.388626006122406,#A3785C
27.406363729278027,12.202099292274006,#A67859
29.233454644563228,13.015572578425607,#A87757
31.06054555984843,13.829045864577207,#AB7754
32.88763647513363,14.642519150728807,#AD7652
34.71472739041883,15.455992436880408,#B0764F
36.541818305704034,16.26946572303201,#B3754D
38.36890922098924,17.082939009183608,#B5754A
40.196000136274435,17.89641229533521,#B87447
42.02309105155964,18.70988558148681,#BA7445
43.85018196684484,19.52335886763841,#BD7342
45.67727288213004,20.33683215379001,#BF7340
47.504363797415245,21.15030543994161,#C2723D
49.33145471270045,21.96377872609321,#C4723B
51.158545627985646,22.777252012244812,#C77138
52.98563654327085,23.59072529839641,#C97136
54.812727458556054,24.404198584548013,#CC7033
56.63981837384125,25.21767187069961,#CF7030
58.466909289126455,26.031145156851213,#D16F2E
60.29400020441166,26.844618443002815,#D46F2B
62.12109111969686,27.658091729154414,#D66E29
63.94818203498206,28.471565015306016,#D96E26
65.77527295026727,29.285038301457615,#DB6D24
67.60236386555246,30.098511587609217,#DE6D21
69.42945478083766,30.911984873760815,#E06C1F
71.25654569612287,31.725458159912417,#E36C1C
73.08363661140807,32.53893144606402,#E66B19
74.91072752669326,33.35240473221562,#E86B17
76.73781844197848,34.165878018367216,#EB6A14
78.56490935726367,34.979351304518815,#ED6A12
80.39200027254887,35.79282459067042,#F0690F
82.21909118783408,36.60629787682202,#F2690D
84.04618210311928,37.41977116297362,#F5680A
85.87327301840448,38.233244449125216,#F76808
87.70036393368969,39.04671773527682,#FA6705
89.52745484897488,39.86019102142842,#FC6703
0,0,#808080
1.797588092598334,0.8767422935781548,#827F7D
3.595176185196668,1.7534845871563096,#857F7A
5.392764277795003,2.6302268807344644,#877E78
7.190352370393336,3.5069691743126192,#8A7E75
8.98794046299167,4.383711467890774,#8C7E73
10.785528555590005,5.260453761468929,#8F7D70
12.583116648188339,6.137196055047084,#917D6E
14.380704740786673,7.0139383486252385,#947D6B
16.178292833385008,7.890680642203393,#967C69
17.97588092598334,8.767422935781548,#997C66
19.773469018581675,9.644165229359704,#9C7C63
21.57105711118001,10.520907522937858,#9E7B61
23.368645203778343,11.397649816516012,#A17B5E
25.166233296376678,12.274392110094167,#A37B5C
