param,value,prob
7,0.2874283421116506,-6.907755278982137
blueSquare1,0.7463338232406301,-6.907755278982137
blueSquare2,0.8575469406561139,-6.907755278982137
2,0.364540338608245,-6.907755278982137
3,0.2570422894803894,-6.907755278982137
4,0.20014938981725008,-6.907755278982137
5,0.17312390619010418,-6.907755278982137
6,0.4126831313865593,-6.907755278982137
7,0.29839854021204176,-6.907755278982137
blueSquare1,0.8204478892126971,-6.907755278982137
blueSquare2,0.8841416516838984,-6.907755278982137
2,0.24239613600201368,-6.907755278982137
3,0.3835199632883269,-6.907755278982137
4,0.48704976712951054,-6.907755278982137
5,0.26498079652438417,-6.907755278982137
6,0.2778793044294492,-6.907755278982137
7,0.10281789875650031,-6.907755278982137
blueSquare1,0.4224173615431439,-6.907755278982137
blueSquare2,0.6891599182568338,-6.907755278982137
2,0.19994629341495643,-6.907755278982137
3,0.3521771566541818,-6.907755278982137
4,0.15355503935945994,-6.907755278982137
5,0.6178182678805306,-6.907755278982137
6,0.3987487903050776,-6.907755278982137
7,0.12086935648926264,-6.907755278982137
blueSquare1,0.7242409441425519,-6.907755278982137
blueSquare2,0.9001994079835124,-6.907755278982137
2,0.439576627573394,-6.907755278982137
3,0.5263334202068902,-6.907755278982137
4,0.2578119745771118,-6.907755278982137
5,0.37578439094707294,-6.907755278982137
6,0.16082411899924723,-6.907755278982137
7,0.27540086325083785,-6.907755278982137
blueSquare1,0.6686470241520293,-6.907755278982137
blueSquare2,0.9367621839935845,-6.907755278982137
2,0.2714077135078556,-6.907755278982137
3,0.25488654875387373,-6.907755278982137
4,0.1280762501906114,-6.907755278982137
5,0.1621438273844123,-6.907755278982137
6,0.3093262729505082,-6.907755278982137
7,0.23624954395991044,-6.907755278982137
blueSquare1,0.6975320144565617,-6.907755278982137
blueSquare2,0.9231355871669741,-6.907755278982137
2,0.3084879488249615,-6.907755278982137
3,0.42799173155258025,-6.907755278982137
4,0.5432391551112673,-6.907755278982137
5,0.06815506829482693,-6.907755278982137
6,0.2561332358698145,-6.907755278982137
7,0.0581361739169411,-6.907755278982137
blueSquare1,0.6333817144601157,-6.907755278982137
blueSquare2,0.8697239141116995,-6.907755278982137
2,0.331176463378133,-6.907755278982137
3,0.644553315090346,-6.907755278982137
4,0.15147149502999321,-6.907755278982137
5,0.16553628910630525,-6.907755278982137
6,0.26733128544901114,-6.907755278982137
7,0.4965277815133904,-6.907755278982137
blueSquare1,0.6567596931987186,-6.907755278982137
blueSquare2,0.9478477530054499,-6.907755278982137
2,0.15443041970838275,-6.907755278982137
3,0.4015355475718357,-6.907755278982137
4,0.150530019729448,-6.907755278982137
5,0.24159054853802558,-6.907755278982137
6,0.3571883016752556,-6.907755278982137
7,0.2589146543613905,-6.907755278982137
blueSquare1,0.7569534491834597,-6.907755278982137
blueSquare2,0.9046094484019334,-6.907755278982137
2,0.25267555990102936,-6.907755278982137
3,0.3328873870627228,-6.907755278982137
4,0.43796125607972725,-6.907755278982137
5,0.2967628936151002,-6.907755278982137
6,0.33477580192099765,-6.907755278982137
7,0.39153921748167814,-6.907755278982137
blueSquare1,0.8612496110072556,-6.907755278982137
blueSquare2,0.902268693493141,-6.907755278982137
2,0.12111482438037338,-6.907755278982137
3,0.5325564004107717,-6.907755278982137
4,0.261846777783291,-6.907755278982137
5,0.18356486132036648,-6.907755278982137
6,0.44359540471655085,-6.907755278982137
7,0.3301792887902267,-6.907755278982137
blueSquare1,0.7826280930359057,-6.907755278982137
blueSquare2,0.7949710885089174,-6.907755278982137
2,0.2231284829629293,-6.907755278982137
3,0.3940445144484838,-6.907755278982137
4,0.6524912645031081,-6.907755278982137
5,0.3094945076020836,-6.907755278982137
6,0.19396719845550717,-6.907755278982137
7,0.29491167660107614,-6.907755278982137
blueSquare1,0.4485218276245614,-6.907755278982137
blueSquare2,0.945570095643442,-6.907755278982137
2,0.28720596093429,-6.907755278982137
3,0.6699369628138961,-6.907755278982137
4,0.5494008220390001,-6.907755278982137
5,0.36665137334840875,-6.907755278982137
6,0.17536417700324272,-6.907755278982137
7,0.38864613411435245,-6.907755278982137
blueSquare1,0.6461968366387477,-6.907755278982137
blueSquare2,0.8951019816139185,-6.907755278982137
2,0.5569073039387399,-6.907755278982137
3,0.5044597293464367,-6.907755278982137
4,0.6079131672128725,-6.907755278982137
5,0.22500813164966554,-6.907755278982137
6,0.3543943619711193,-6.907755278982137
7,0.4598649999702908,-6.907755278982137
blueSquare1,0.7396449187986541,-6.907755278982137
blueSquare2,0.864038932102279,-6.907755278982137
2,0.26400916353383547,-6.907755278982137
3,0.44205598106958,-6.907755278982137
4,0.4839546593898357,-6.907755278982137
5,0.3043451231878847,-6.907755278982137
6,0.43719793372884574,-6.907755278982137
7,0.19534668712456174,-6.907755278982137
blueSquare1,0.5146815246742417,-6.907755278982137
blueSquare2,0.9330953587315939,-6.907755278982137
2,0.4192153153514249,-6.907755278982137
3,0.32990651299060386,-6.907755278982137
4,0.869287610525154,-6.907755278982137
5,0.120031220896377,-6.907755278982137
6,0.3251319486452001,-6.907755278982137
7,0.4403397402906867,-6.907755278982137
blueSquare1,0.5338308802527809,-6.907755278982137
blueSquare2,0.8289970435499663,-6.907755278982137
2,0.35602410011203506,-6.907755278982137
3,0.1717477028421906,-6.907755278982137
4,0.2574395551030837,-6.907755278982137
5,0.29764675277229413,-6.907755278982137
6,0.14461650017472197,-6.907755278982137
7,0.2708516793636933,-6.907755278982137
blueSquare1,0.3896558681467604,-6.907755278982137
blueSquare2,0.7308730526018242,-6.907755278982137
2,0.24373018732908533,-6.907755278982137
3,0.437830259086862,-6.907755278982137
4,0.394054659405304,-6.907755278982137
5,0.4146257500869439,-6.907755278982137
6,0.4429259878743289,-6.907755278982137
7,0.07157305340655824,-6.907755278982137
blueSquare1,0.7887398072853911,-6.907755278982137
blueSquare2,0.8719185333039287,-6.907755278982137
2,0.477342021629184,-6.907755278982137
3,0.3153712505183568,-6.907755278982137
4,0.5216067509905312,-6.907755278982137
5,0.24192350536291846,-6.907755278982137
6,0.15907087694968156,-6.907755278982137
7,0.5255820186349547,-6.907755278982137
blueSquare1,0.5335479243798462,-6.907755278982137
blueSquare2,0.8560430528716906,-6.907755278982137
2,0.4396285587551272,-6.907755278982137
3,0.38325076457471996,-6.907755278982137
4,0.4627271950679892,-6.907755278982137
5,0.426313346073668,-6.907755278982137
6,0.5276863187151061,-6.907755278982137
7,0.4158290418997245,-6.907755278982137
blueSquare1,0.4414820805617671,-6.907755278982137
blueSquare2,0.8254693540252551,-6.907755278982137
2,0.2797230086276045,-6.907755278982137
3,0.5997824391411222,-6.907755278982137
4,0.3744781280558687,-6.907755278982137
5,0.32058198858009035,-6.907755278982137
6,0.6417551637250641,-6.907755278982137
7,0.08420770467687452,-6.907755278982137
blueSquare1,0.6153011004232724,-6.907755278982137
blueSquare2,0.8629855387564268,-6.907755278982137
2,0.3445669339284825,-6.907755278982137
3,0.15165434981650638,-6.907755278982137
4,0.5389296261432619,-6.907755278982137
5,0.223230117487379,-6.907755278982137
6,0.4948586595422599,-6.907755278982137
7,0.18812606756441158,-6.907755278982137
blueSquare1,0.7553546780847311,-6.907755278982137
blueSquare2,0.9264091892369589,-6.907755278982137
2,0.4042969799251468,-6.907755278982137
3,0.47082519442605203,-6.907755278982137
4,0.32294431390159134,-6.907755278982137
5,0.3899877491477381,-6.907755278982137
6,0.3184928384110827,-6.907755278982137
7,0.34033196212218464,-6.907755278982137
blueSquare1,0.8061556046285935,-6.907755278982137
blueSquare2,0.9151447867337819,-6.907755278982137
2,0.35975802254583056,-6.907755278982137
3,0.1743956084518833,-6.907755278982137
4,0.502116890885934,-6.907755278982137
5,0.26587914790566736,-6.907755278982137
6,0.5466884197344218,-6.907755278982137
7,0.18279612999451159,-6.907755278982137
blueSquare1,0.6124339316006687,-6.907755278982137
blueSquare2,0.8799839662751612,-6.907755278982137
2,0.2511901778236863,-6.907755278982137
3,0.6210566522251301,-6.907755278982137
4,0.14061095597572454,-6.907755278982137
5,0.07031538932314896,-6.907755278982137
6,0.29285496174098563,-6.907755278982137
7,0.30763965339844596,-6.907755278982137
blueSquare1,0.7059258122178659,-6.907755278982137
blueSquare2,0.8522015464777104,-6.907755278982137
2,0.30880180820789904,-6.907755278982137
3,0.3517760934597822,-6.907755278982137
4,0.5033595484377253,-6.907755278982137
5,0.1931772369928094,-6.907755278982137
6,0.14049541991686243,-6.907755278982137
7,0.3069774627068386,-6.907755278982137
blueSquare1,0.6485289559063485,-6.907755278982137
blueSquare2,0.864878172649525,-6.907755278982137
2,0.6381417823045836,-6.907755278982137
3,0.6163520233265369,-6.907755278982137
4,0.6520613425205506,-6.907755278982137
5,0.33620352055547764,-6.907755278982137
6,0.13724958038372867,-6.907755278982137
7,0.30167959370771463,-6.907755278982137
blueSquare1,0.7968958815772279,-6.907755278982137
blueSquare2,0.9166888061045312,-6.907755278982137
2,0.5415034879555375,-6.907755278982137
3,0.18182352671483462,-6.907755278982137
4,0.5027262427319131,-6.907755278982137
5,0.3667341205829031,-6.907755278982137
6,0.1035358331743034,-6.907755278982137
7,0.5381074868808157,-6.907755278982137
blueSquare1,0.7197645914339057,-6.907755278982137
blueSquare2,0.9337714724545235,-6.907755278982137
2,0.14269199547646658,-6.907755278982137
3,0.3549691273313486,-6.907755278982137
4,0.4153137113715562,-6.907755278982137
5,0.15857306314885072,-6.907755278982137
6,0.46483593097126735,-6.907755278982137
7,0.11056332229124,-6.907755278982137
blueSquare1,0.5783743582127729,-6.907755278982137
blueSquare2,0.9636065499081549,-6.907755278982137
2,0.4006093943119626,-6.907755278982137
3,0.4302115995636502,-6.907755278982137
4,0.1862134752311066,-6.907755278982137
5,0.3078603058388646,-6.907755278982137
6,0.39460459002287546,-6.907755278982137
7,0.2004049443112149,-6.907755278982137
blueSquare1,0.6719084557293576,-6.907755278982137
blueSquare2,0.8682538832163792,-6.907755278982137
2,0.4884748030820506,-6.907755278982137
3,0.3516817300180777,-6.907755278982137
4,0.5069971565112765,-6.907755278982137
5,0.17550805826736807,-6.907755278982137
6,0.38807941589687966,-6.907755278982137
7,0.1985579967212426,-6.907755278982137
blueSquare1,0.8584229905521802,-6.907755278982137
blueSquare2,0.8383993482755057,-6.907755278982137
2,0.14915115938651122,-6.907755278982137
3,0.3214519354735685,-6.907755278982137
4,0.21314721273770887,-6.907755278982137
5,0.20857203450434145,-6.907755278982137
6,0.18846012091785688,-6.907755278982137
7,0.22411850900337188,-6.907755278982137
blueSquare1,0.7166433302699311,-6.907755278982137
blueSquare2,0.8800959148638173,-6.907755278982137
2,0.581515641782923,-6.907755278982137
3,0.1242845777229617,-6.907755278982137
4,0.2979128424311263,-6.907755278982137
5,0.5458700723825378,-6.907755278982137
6,0.19091782798836957,-6.907755278982137
7,0.31260824059147396,-6.907755278982137
blueSquare1,0.805032896665875,-6.907755278982137
blueSquare2,0.8634477532517848,-6.907755278982137
2,0.45475770479502675,-6.907755278982137
3,0.42781256611068674,-6.907755278982137
4,0.5096138239326644,-6.907755278982137
5,0.3053019254332138,-6.907755278982137
6,0.5062256256440747,-6.907755278982137
7,0.20608477868297403,-6.907755278982137
blueSquare1,0.761415532235757,-6.907755278982137
blueSquare2,0.9338642266655733,-6.907755278982137
2,0.3885241411565454,-6.907755278982137
3,0.2913496974383612,-6.907755278982137
4,0.6432100197562518,-6.907755278982137
5,0.5068101676567437,-6.907755278982137
6,0.3155201964080985,-6.907755278982137
7,0.3249005473539278,-6.907755278982137
blueSquare1,0.6858833414855562,-6.907755278982137
blueSquare2,0.8974664761593073,-6.907755278982137
2,0.6145961882211842,-6.907755278982137
3,0.3293079699692562,-6.907755278982137
4,0.7956752086214699,-6.907755278982137
5,0.33260874115137995,-6.907755278982137
6,0.06255663436613162,-6.907755278982137
7,0.09571988995955585,-6.907755278982137
blueSquare1,0.3773619853484401,-6.907755278982137
blueSquare2,0.7345989355914674,-6.907755278982137
2,0.3886170474781194,-6.907755278982137
3,0.5765691467556667,-6.907755278982137
4,0.3844393111281642,-6.907755278982137
5,0.19621275468212057,-6.907755278982137
6,0.4639906584723872,-6.907755278982137
7,0.09660581481587549,-6.907755278982137
blueSquare1,0.5473698606537517,-6.907755278982137
blueSquare2,0.9547009431886161,-6.907755278982137
2,0.15514212309271905,-6.907755278982137
3,0.7373023158653307,-6.907755278982137
4,0.47048053614053004,-6.907755278982137
5,0.3016959446459136,-6.907755278982137
6,0.2043693246237735,-6.907755278982137
7,0.3430484555080491,-6.907755278982137
blueSquare1,0.6083937264188871,-6.907755278982137
blueSquare2,0.8114629096769268,-6.907755278982137
2,0.5966695700077267,-6.907755278982137
3,0.2371689805485095,-6.907755278982137
4,0.3246351403534842,-6.907755278982137
5,0.04303275162885792,-6.907755278982137
6,0.25617618780659007,-6.907755278982137
7,0.5225910491892244,-6.907755278982137
blueSquare1,0.6729105907122345,-6.907755278982137
blueSquare2,0.780974497152588,-6.907755278982137
2,0.6999390514503742,-6.907755278982137
3,0.5272671515200509,-6.907755278982137
