,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
63,further,e49efb324a4b_30,trial_31_bluesedan,trial_14_robin,trial_18_pug,trial_32_squat
64,further,b99247975eb2_2,trial_24_white,trial_22_leather,trial_26_crow,trial_7_basset
65,further,b99247975eb2_4,trial_3_redantique,trial_11_waiting,trial_18_pug,trial_29_sparrow
66,further,b99247975eb2_5,trial_11_waiting,trial_18_pug,trial_29_sparrow,trial_3_redantique
67,further,b99247975eb2_6,trial_15_nightingale,trial_10_beetle,trial_21_woven,trial_23_weimaraner
68,further,b99247975eb2_11,trial_7_basset,trial_22_leather,trial_24_white,trial_26_crow
69,further,b99247975eb2_12,trial_9_brown,trial_14_robin,trial_28_chihuahua,trial_32_squat
70,further,b99247975eb2_14,trial_23_weimaraner,trial_10_beetle,trial_15_nightingale,trial_21_woven
71,further,b99247975eb2_15,trial_18_pug,trial_11_waiting,trial_29_sparrow,trial_3_redantique
72,further,b99247975eb2_16,trial_10_beetle,trial_15_nightingale,trial_21_woven,trial_23_weimaraner
73,further,b99247975eb2_18,trial_22_leather,trial_24_white,trial_26_crow,trial_7_basset
74,further,b99247975eb2_20,trial_21_woven,trial_10_beetle,trial_15_nightingale,trial_23_weimaraner
75,further,b99247975eb2_21,trial_26_crow,trial_22_leather,trial_24_white,trial_7_basset
76,further,b99247975eb2_22,trial_28_chihuahua,trial_14_robin,trial_32_squat,trial_9_brown
77,further,b99247975eb2_25,trial_32_squat,trial_14_robin,trial_28_chihuahua,trial_9_brown
78,further,b99247975eb2_28,trial_14_robin,trial_28_chihuahua,trial_32_squat,trial_9_brown
79,further,b99247975eb2_31,trial_29_sparrow,trial_11_waiting,trial_18_pug,trial_3_redantique
80,further,e0c743c2db0d_1,trial_13_tomtit,trial_7_basset,trial_8_knob,trial_9_brown
81,further,e0c743c2db0d_4,trial_31_bluesedan,trial_29_sparrow,trial_30_doberman,trial_4_straight
82,further,e0c743c2db0d_5,trial_3_redantique,trial_23_weimaraner,trial_26_crow,trial_32_squat
83,further,e0c743c2db0d_9,trial_2_bullmastiff,trial_12_bluejay,trial_17_redsport,trial_27_sling
84,further,e0c743c2db0d_13,trial_26_crow,trial_23_weimaraner,trial_32_squat,trial_3_redantique
85,further,e0c743c2db0d_15,trial_30_doberman,trial_29_sparrow,trial_31_bluesedan,trial_4_straight
86,further,e0c743c2db0d_16,trial_23_weimaraner,trial_26_crow,trial_32_squat,trial_3_redantique
87,further,e0c743c2db0d_17,trial_27_sling,trial_12_bluejay,trial_17_redsport,trial_2_bullmastiff
88,further,e0c743c2db0d_19,trial_9_brown,trial_13_tomtit,trial_7_basset,trial_8_knob
89,further,e0c743c2db0d_20,trial_12_bluejay,trial_17_redsport,trial_27_sling,trial_2_bullmastiff
90,further,e0c743c2db0d_22,trial_32_squat,trial_23_weimaraner,trial_26_crow,trial_3_redantique
91,further,e0c743c2db0d_24,trial_7_basset,trial_13_tomtit,trial_8_knob,trial_9_brown
92,further,e0c743c2db0d_25,trial_17_redsport,trial_12_bluejay,trial_27_sling,trial_2_bullmastiff
93,further,e0c743c2db0d_26,trial_4_straight,trial_29_sparrow,trial_30_doberman,trial_31_bluesedan
94,further,e0c743c2db0d_31,trial_29_sparrow,trial_30_doberman,trial_31_bluesedan,trial_4_straight
95,further,e0c743c2db0d_32,trial_8_knob,trial_13_tomtit,trial_7_basset,trial_9_brown
96,further,23a1e8c79e67_1,trial_11_waiting,trial_15_nightingale,trial_16_bloodhound,trial_1_bluesport
97,further,23a1e8c79e67_3,trial_28_chihuahua,trial_17_redsport,trial_26_crow,trial_32_squat
98,further,23a1e8c79e67_6,trial_16_bloodhound,trial_11_waiting,trial_15_nightingale,trial_1_bluesport
99,further,23a1e8c79e67_7,trial_15_nightingale,trial_11_waiting,trial_16_bloodhound,trial_1_bluesport
100,further,23a1e8c79e67_10,trial_1_bluesport,trial_11_waiting,trial_15_nightingale,trial_16_bloodhound
101,further,23a1e8c79e67_15,trial_17_redsport,trial_26_crow,trial_28_chihuahua,trial_32_squat
102,further,23a1e8c79e67_17,trial_6_hatchback,trial_20_cuckoo,trial_22_leather,trial_25_goldenretriever
103,further,23a1e8c79e67_19,trial_32_squat,trial_17_redsport,trial_26_crow,trial_28_chihuahua
104,further,23a1e8c79e67_20,trial_24_white,trial_18_pug,trial_21_woven,trial_29_sparrow
105,further,23a1e8c79e67_24,trial_20_cuckoo,trial_22_leather,trial_25_goldenretriever,trial_6_hatchback
106,further,23a1e8c79e67_25,trial_18_pug,trial_21_woven,trial_24_white,trial_29_sparrow
107,further,23a1e8c79e67_26,trial_21_woven,trial_18_pug,trial_24_white,trial_29_sparrow
108,further,23a1e8c79e67_27,trial_25_goldenretriever,trial_20_cuckoo,trial_22_leather,trial_6_hatchback
109,further,23a1e8c79e67_29,trial_26_crow,trial_17_redsport,trial_28_chihuahua,trial_32_squat
110,further,23a1e8c79e67_31,trial_22_leather,trial_20_cuckoo,trial_25_goldenretriever,trial_6_hatchback
111,further,77cb88a647c4_1,trial_30_doberman,trial_15_nightingale,trial_31_bluesedan,trial_5_inlay
112,further,77cb88a647c4_6,trial_11_waiting,trial_1_bluesport,trial_20_cuckoo,trial_25_goldenretriever
113,further,77cb88a647c4_7,trial_27_sling,trial_14_robin,trial_23_weimaraner,trial_24_white
114,further,77cb88a647c4_8,trial_13_tomtit,trial_17_redsport,trial_28_chihuahua,trial_8_knob
115,further,77cb88a647c4_9,trial_20_cuckoo,trial_11_waiting,trial_1_bluesport,trial_25_goldenretriever
116,further,77cb88a647c4_10,trial_25_goldenretriever,trial_11_waiting,trial_1_bluesport,trial_20_cuckoo
117,further,77cb88a647c4_11,trial_1_bluesport,trial_11_waiting,trial_20_cuckoo,trial_25_goldenretriever
118,further,77cb88a647c4_13,trial_15_nightingale,trial_30_doberman,trial_31_bluesedan,trial_5_inlay
119,further,77cb88a647c4_15,trial_5_inlay,trial_15_nightingale,trial_30_doberman,trial_31_bluesedan
120,further,77cb88a647c4_20,trial_8_knob,trial_13_tomtit,trial_17_redsport,trial_28_chihuahua
121,further,77cb88a647c4_21,trial_28_chihuahua,trial_13_tomtit,trial_17_redsport,trial_8_knob
122,further,77cb88a647c4_25,trial_24_white,trial_14_robin,trial_23_weimaraner,trial_27_sling
123,further,77cb88a647c4_26,trial_17_redsport,trial_13_tomtit,trial_28_chihuahua,trial_8_knob
124,further,77cb88a647c4_28,trial_31_bluesedan,trial_15_nightingale,trial_30_doberman,trial_5_inlay
125,further,77cb88a647c4_29,trial_14_robin,trial_23_weimaraner,trial_24_white,trial_27_sling
126,further,77cb88a647c4_32,trial_23_weimaraner,trial_14_robin,trial_24_white,trial_27_sling
127,further,44cd69623cb7_1,trial_8_knob,trial_13_tomtit,trial_23_weimaraner,trial_24_white
128,further,44cd69623cb7_2,trial_23_weimaraner,trial_13_tomtit,trial_24_white,trial_8_knob
129,further,44cd69623cb7_3,trial_18_pug,trial_10_beetle,trial_14_robin,trial_22_leather
130,further,44cd69623cb7_7,trial_13_tomtit,trial_23_weimaraner,trial_24_white,trial_8_knob
131,further,44cd69623cb7_8,trial_7_basset,trial_20_cuckoo,trial_31_bluesedan,trial_5_inlay
132,further,44cd69623cb7_10,trial_16_bloodhound,trial_19_pigeon,trial_4_straight,trial_9_brown
133,further,44cd69623cb7_12,trial_5_inlay,trial_20_cuckoo,trial_31_bluesedan,trial_7_basset
134,further,44cd69623cb7_14,trial_31_bluesedan,trial_20_cuckoo,trial_5_inlay,trial_7_basset
135,further,44cd69623cb7_21,trial_22_leather,trial_10_beetle,trial_14_robin,trial_18_pug
136,further,44cd69623cb7_22,trial_20_cuckoo,trial_31_bluesedan,trial_5_inlay,trial_7_basset
137,further,44cd69623cb7_24,trial_10_beetle,trial_14_robin,trial_18_pug,trial_22_leather
138,further,44cd69623cb7_25,trial_19_pigeon,trial_16_bloodhound,trial_4_straight,trial_9_brown
139,further,44cd69623cb7_26,trial_9_brown,trial_16_bloodhound,trial_19_pigeon,trial_4_straight
140,further,44cd69623cb7_27,trial_4_straight,trial_16_bloodhound,trial_19_pigeon,trial_9_brown
141,further,44cd69623cb7_30,trial_24_white,trial_13_tomtit,trial_23_weimaraner,trial_8_knob
142,further,44cd69623cb7_32,trial_14_robin,trial_10_beetle,trial_18_pug,trial_22_leather
143,further,aad9b5ac4695_1,trial_8_knob,trial_12_bluejay,trial_31_bluesedan,trial_7_basset
144,further,aad9b5ac4695_2,trial_7_basset,trial_12_bluejay,trial_31_bluesedan,trial_8_knob
145,further,aad9b5ac4695_5,trial_5_inlay,trial_13_tomtit,trial_2_bullmastiff,trial_3_redantique
146,further,aad9b5ac4695_6,trial_18_pug,trial_15_nightingale,trial_21_woven,trial_6_hatchback
147,further,aad9b5ac4695_7,trial_28_chihuahua,trial_14_robin,trial_17_redsport,trial_22_leather
148,further,aad9b5ac4695_8,trial_17_redsport,trial_14_robin,trial_22_leather,trial_28_chihuahua
149,further,aad9b5ac4695_9,trial_3_redantique,trial_13_tomtit,trial_2_bullmastiff,trial_5_inlay
150,further,aad9b5ac4695_11,trial_14_robin,trial_17_redsport,trial_22_leather,trial_28_chihuahua
151,further,aad9b5ac4695_13,trial_15_nightingale,trial_18_pug,trial_21_woven,trial_6_hatchback
152,further,aad9b5ac4695_14,trial_13_tomtit,trial_2_bullmastiff,trial_3_redantique,trial_5_inlay
153,further,aad9b5ac4695_22,trial_22_leather,trial_14_robin,trial_17_redsport,trial_28_chihuahua
154,further,aad9b5ac4695_25,trial_31_bluesedan,trial_12_bluejay,trial_7_basset,trial_8_knob
155,further,aad9b5ac4695_26,trial_6_hatchback,trial_15_nightingale,trial_18_pug,trial_21_woven
156,further,aad9b5ac4695_27,trial_2_bullmastiff,trial_13_tomtit,trial_3_redantique,trial_5_inlay
157,further,aad9b5ac4695_28,trial_12_bluejay,trial_31_bluesedan,trial_7_basset,trial_8_knob
158,further,aad9b5ac4695_30,trial_21_woven,trial_15_nightingale,trial_18_pug,trial_6_hatchback
159,further,e202993c654f_2,trial_28_chihuahua,trial_20_cuckoo,trial_24_white,trial_4_straight
160,further,e202993c654f_3,trial_8_knob,trial_26_crow,trial_3_redantique,trial_7_basset
161,further,e202993c654f_5,trial_31_bluesedan,trial_19_pigeon,trial_23_weimaraner,trial_5_inlay
162,further,e202993c654f_6,trial_3_redantique,trial_26_crow,trial_7_basset,trial_8_knob
163,further,e202993c654f_8,trial_13_tomtit,trial_16_bloodhound,trial_27_sling,trial_6_hatchback
164,further,e202993c654f_9,trial_6_hatchback,trial_13_tomtit,trial_16_bloodhound,trial_27_sling
165,further,e202993c654f_11,trial_23_weimaraner,trial_19_pigeon,trial_31_bluesedan,trial_5_inlay
166,further,e202993c654f_14,trial_16_bloodhound,trial_13_tomtit,trial_27_sling,trial_6_hatchback
167,further,e202993c654f_15,trial_7_basset,trial_26_crow,trial_3_redantique,trial_8_knob
168,further,e202993c654f_17,trial_24_white,trial_20_cuckoo,trial_28_chihuahua,trial_4_straight
169,further,e202993c654f_18,trial_20_cuckoo,trial_24_white,trial_28_chihuahua,trial_4_straight
170,further,e202993c654f_21,trial_19_pigeon,trial_23_weimaraner,trial_31_bluesedan,trial_5_inlay
171,further,e202993c654f_25,trial_27_sling,trial_13_tomtit,trial_16_bloodhound,trial_6_hatchback
172,further,e202993c654f_26,trial_26_crow,trial_3_redantique,trial_7_basset,trial_8_knob
173,further,e202993c654f_30,trial_4_straight,trial_20_cuckoo,trial_24_white,trial_28_chihuahua
174,further,e202993c654f_32,trial_5_inlay,trial_19_pigeon,trial_23_weimaraner,trial_31_bluesedan
175,further,1b295ff55c49_1,trial_9_brown,trial_14_robin,trial_5_inlay,trial_7_basset
176,further,1b295ff55c49_8,trial_14_robin,trial_5_inlay,trial_7_basset,trial_9_brown
177,further,1b295ff55c49_9,trial_5_inlay,trial_14_robin,trial_7_basset,trial_9_brown
178,further,1b295ff55c49_11,trial_21_woven,trial_17_redsport,trial_29_sparrow,trial_2_bullmastiff
179,further,1b295ff55c49_13,trial_3_redantique,trial_12_bluejay,trial_30_doberman,trial_4_straight
180,further,1b295ff55c49_17,trial_1_bluesport,trial_16_bloodhound,trial_19_pigeon,trial_27_sling
181,further,1b295ff55c49_20,trial_7_basset,trial_14_robin,trial_5_inlay,trial_9_brown
182,further,1b295ff55c49_21,trial_19_pigeon,trial_16_bloodhound,trial_1_bluesport,trial_27_sling
183,further,1b295ff55c49_22,trial_27_sling,trial_16_bloodhound,trial_19_pigeon,trial_1_bluesport
184,further,1b295ff55c49_24,trial_4_straight,trial_12_bluejay,trial_30_doberman,trial_3_redantique
185,further,1b295ff55c49_25,trial_2_bullmastiff,trial_17_redsport,trial_21_woven,trial_29_sparrow
186,further,1b295ff55c49_27,trial_16_bloodhound,trial_19_pigeon,trial_1_bluesport,trial_27_sling
187,further,1b295ff55c49_28,trial_29_sparrow,trial_17_redsport,trial_21_woven,trial_2_bullmastiff
188,further,1b295ff55c49_29,trial_17_redsport,trial_21_woven,trial_29_sparrow,trial_2_bullmastiff
189,further,1b295ff55c49_30,trial_12_bluejay,trial_30_doberman,trial_3_redantique,trial_4_straight
190,further,1b295ff55c49_32,trial_30_doberman,trial_12_bluejay,trial_3_redantique,trial_4_straight
191,further,8d7c0ee48a43_2,trial_11_waiting,trial_10_beetle,trial_19_pigeon,trial_25_goldenretriever
192,further,8d7c0ee48a43_3,trial_30_doberman,trial_13_tomtit,trial_3_redantique,trial_8_knob
193,further,8d7c0ee48a43_4,trial_1_bluesport,trial_20_cuckoo,trial_5_inlay,trial_7_basset
194,further,8d7c0ee48a43_5,trial_5_inlay,trial_1_bluesport,trial_20_cuckoo,trial_7_basset
195,further,8d7c0ee48a43_7,trial_2_bullmastiff,trial_26_crow,trial_31_bluesedan,trial_4_straight
196,further,8d7c0ee48a43_8,trial_20_cuckoo,trial_1_bluesport,trial_5_inlay,trial_7_basset
197,further,8d7c0ee48a43_13,trial_7_basset,trial_1_bluesport,trial_20_cuckoo,trial_5_inlay
198,further,8d7c0ee48a43_14,trial_10_beetle,trial_11_waiting,trial_19_pigeon,trial_25_goldenretriever
199,further,8d7c0ee48a43_16,trial_25_goldenretriever,trial_10_beetle,trial_11_waiting,trial_19_pigeon
200,further,8d7c0ee48a43_17,trial_8_knob,trial_13_tomtit,trial_30_doberman,trial_3_redantique
201,further,8d7c0ee48a43_18,trial_4_straight,trial_26_crow,trial_2_bullmastiff,trial_31_bluesedan
202,further,8d7c0ee48a43_26,trial_26_crow,trial_2_bullmastiff,trial_31_bluesedan,trial_4_straight
203,further,8d7c0ee48a43_27,trial_31_bluesedan,trial_26_crow,trial_2_bullmastiff,trial_4_straight
204,further,8d7c0ee48a43_28,trial_19_pigeon,trial_10_beetle,trial_11_waiting,trial_25_goldenretriever
205,further,8d7c0ee48a43_30,trial_13_tomtit,trial_30_doberman,trial_3_redantique,trial_8_knob
206,further,8d7c0ee48a43_31,trial_3_redantique,trial_13_tomtit,trial_30_doberman,trial_8_knob
207,further,26e2e239460a_3,trial_3_redantique,trial_29_sparrow,trial_30_doberman,trial_4_straight
208,further,26e2e239460a_4,trial_4_straight,trial_29_sparrow,trial_30_doberman,trial_3_redantique
209,further,26e2e239460a_6,trial_6_hatchback,trial_20_cuckoo,trial_22_leather,trial_23_weimaraner
210,further,26e2e239460a_7,trial_7_basset,trial_11_waiting,trial_14_robin,trial_31_bluesedan
211,further,26e2e239460a_8,trial_8_knob,trial_12_bluejay,trial_24_white,trial_25_goldenretriever
212,further,26e2e239460a_11,trial_11_waiting,trial_14_robin,trial_31_bluesedan,trial_7_basset
213,further,26e2e239460a_12,trial_12_bluejay,trial_24_white,trial_25_goldenretriever,trial_8_knob
214,further,26e2e239460a_14,trial_14_robin,trial_11_waiting,trial_31_bluesedan,trial_7_basset
215,further,26e2e239460a_20,trial_20_cuckoo,trial_22_leather,trial_23_weimaraner,trial_6_hatchback
216,further,26e2e239460a_22,trial_22_leather,trial_20_cuckoo,trial_23_weimaraner,trial_6_hatchback
217,further,26e2e239460a_23,trial_23_weimaraner,trial_20_cuckoo,trial_22_leather,trial_6_hatchback
218,further,26e2e239460a_24,trial_24_white,trial_12_bluejay,trial_25_goldenretriever,trial_8_knob
219,further,26e2e239460a_25,trial_25_goldenretriever,trial_12_bluejay,trial_24_white,trial_8_knob
220,further,26e2e239460a_29,trial_29_sparrow,trial_30_doberman,trial_3_redantique,trial_4_straight
221,further,26e2e239460a_30,trial_30_doberman,trial_29_sparrow,trial_3_redantique,trial_4_straight
222,further,26e2e239460a_31,trial_31_bluesedan,trial_11_waiting,trial_14_robin,trial_7_basset
223,further,7d349722b687_2,trial_19_pigeon,trial_4_straight,trial_7_basset,trial_9_brown
224,further,7d349722b687_3,trial_4_straight,trial_19_pigeon,trial_7_basset,trial_9_brown
225,further,7d349722b687_4,trial_1_bluesport,trial_26_crow,trial_2_bullmastiff,trial_5_inlay
226,further,7d349722b687_6,trial_9_brown,trial_19_pigeon,trial_4_straight,trial_7_basset
227,further,7d349722b687_7,trial_18_pug,trial_11_waiting,trial_24_white,trial_29_sparrow
228,further,7d349722b687_9,trial_29_sparrow,trial_11_waiting,trial_18_pug,trial_24_white
229,further,7d349722b687_12,trial_10_beetle,trial_14_robin,trial_30_doberman,trial_8_knob
230,further,7d349722b687_16,trial_7_basset,trial_19_pigeon,trial_4_straight,trial_9_brown
231,further,7d349722b687_17,trial_14_robin,trial_10_beetle,trial_30_doberman,trial_8_knob
232,further,7d349722b687_18,trial_26_crow,trial_1_bluesport,trial_2_bullmastiff,trial_5_inlay
233,further,7d349722b687_20,trial_30_doberman,trial_10_beetle,trial_14_robin,trial_8_knob
234,further,7d349722b687_21,trial_2_bullmastiff,trial_1_bluesport,trial_26_crow,trial_5_inlay
235,further,7d349722b687_23,trial_8_knob,trial_10_beetle,trial_14_robin,trial_30_doberman
236,further,7d349722b687_25,trial_5_inlay,trial_1_bluesport,trial_26_crow,trial_2_bullmastiff
237,further,7d349722b687_28,trial_24_white,trial_11_waiting,trial_18_pug,trial_29_sparrow
238,further,7d349722b687_30,trial_11_waiting,trial_18_pug,trial_24_white,trial_29_sparrow
239,further,331e286811d1_3,trial_19_pigeon,trial_24_white,trial_30_doberman,trial_4_straight
240,further,331e286811d1_4,trial_3_redantique,trial_11_waiting,trial_20_cuckoo,trial_7_basset
241,further,331e286811d1_8,trial_27_sling,trial_15_nightingale,trial_17_redsport,trial_23_weimaraner
242,further,331e286811d1_12,trial_9_brown,trial_13_tomtit,trial_21_woven,trial_2_bullmastiff
243,further,331e286811d1_14,trial_24_white,trial_19_pigeon,trial_30_doberman,trial_4_straight
244,further,331e286811d1_16,trial_17_redsport,trial_15_nightingale,trial_23_weimaraner,trial_27_sling
245,further,331e286811d1_17,trial_20_cuckoo,trial_11_waiting,trial_3_redantique,trial_7_basset
246,further,331e286811d1_19,trial_4_straight,trial_19_pigeon,trial_24_white,trial_30_doberman
247,further,331e286811d1_22,trial_21_woven,trial_13_tomtit,trial_2_bullmastiff,trial_9_brown
248,further,331e286811d1_23,trial_2_bullmastiff,trial_13_tomtit,trial_21_woven,trial_9_brown
249,further,331e286811d1_25,trial_11_waiting,trial_20_cuckoo,trial_3_redantique,trial_7_basset
250,further,331e286811d1_27,trial_15_nightingale,trial_17_redsport,trial_23_weimaraner,trial_27_sling
251,further,331e286811d1_28,trial_23_weimaraner,trial_15_nightingale,trial_17_redsport,trial_27_sling
252,further,331e286811d1_29,trial_30_doberman,trial_19_pigeon,trial_24_white,trial_4_straight
253,further,331e286811d1_30,trial_7_basset,trial_11_waiting,trial_20_cuckoo,trial_3_redantique
254,further,331e286811d1_32,trial_13_tomtit,trial_21_woven,trial_2_bullmastiff,trial_9_brown
255,further,44375a040165_6,trial_28_chihuahua,trial_13_tomtit,trial_1_bluesport,trial_5_inlay
256,further,44375a040165_8,trial_2_bullmastiff,trial_11_waiting,trial_19_pigeon,trial_24_white
257,further,44375a040165_9,trial_16_bloodhound,trial_17_redsport,trial_22_leather,trial_26_crow
258,further,44375a040165_11,trial_22_leather,trial_16_bloodhound,trial_17_redsport,trial_26_crow
259,further,44375a040165_12,trial_18_pug,trial_15_nightingale,trial_3_redantique,trial_4_straight
260,further,44375a040165_13,trial_3_redantique,trial_15_nightingale,trial_18_pug,trial_4_straight
261,further,44375a040165_14,trial_1_bluesport,trial_13_tomtit,trial_28_chihuahua,trial_5_inlay
262,further,44375a040165_17,trial_24_white,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff
263,further,44375a040165_18,trial_13_tomtit,trial_1_bluesport,trial_28_chihuahua,trial_5_inlay
264,further,44375a040165_20,trial_17_redsport,trial_16_bloodhound,trial_22_leather,trial_26_crow
265,further,44375a040165_22,trial_26_crow,trial_16_bloodhound,trial_17_redsport,trial_22_leather
266,further,44375a040165_23,trial_15_nightingale,trial_18_pug,trial_3_redantique,trial_4_straight
267,further,44375a040165_25,trial_11_waiting,trial_19_pigeon,trial_24_white,trial_2_bullmastiff
268,further,44375a040165_27,trial_5_inlay,trial_13_tomtit,trial_1_bluesport,trial_28_chihuahua
