iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896301927	21	close_129_a_d5e1c6d3	close_129_a_d5e1c6d3	true	close	129	a	a	d5e1c6d3e6ce16ca8f5bf896c08c419f	close_129_a_d5e1c6d3	1	2	close_129_b_d5e1c6d3	2	3	close_129_c_d5e1c6d3	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896326107	22	split_39_a_20b36bbb42d36e0771d	split_39_a_20b36bbb42d36e0771d	true	split	39	a	a	20b36bbb42d36e0771dcb8deedb6c8d	split_39_a_20b36bbb42d36e0771d	1	3	split_39_b_20b36bbb42d36e0771d	2	1	split_39_c_20b36bbb42d36e0771d	3	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896344601	23	far_66_a_a14c7700	far_66_a_a14c7700	true	far	66	a	a	a14c7700cfc99b03ca6910e4922d61aa	far_66_a_a14c7700	3	1	far_66_b_a14c7700	2	2	far_66_c_a14c7700	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896369258	24	close_135_a_61950eabab269b5	close_135_a_61950eabab269b5	true	close	135	a	a	61950eabab269b5c530a9fedbeceb83	close_135_a_61950eabab269b5	3	2	close_135_b_61950eabab269b5	2	3	close_135_c_61950eabab269b5	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896388367	25	split_91_a_f90dab51	split_91_a_f90dab51	true	split	91	a	a	f90dab51bec2bcd1a3340564b56a7f70	split_91_a_f90dab51	2	1	split_91_b_f90dab51	1	2	split_91_c_f90dab51	3	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896407907	26	far_7_a_64c8	far_7_a_64c8	true	far	7	a	a	64c80a33436b8a84541e733f245fd038	far_7_a_64c8	1	3	far_7_b_64c8	3	2	far_7_c_64c8	2	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896438052	27	split_86_a_58f44c0057ae	split_86_b_58f44c0057ae	false	split	86	a	b	58f44c0057ae64b525633180ba767a60	split_86_a_58f44c0057ae	3	1	split_86_b_58f44c0057ae	1	3	split_86_c_58f44c0057ae	2	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896461055	28	split_7	split_7	true	split	70	a	a	99e4c4b39b75a06b30e06a011e63236a	split_7	1	2	split_7	3	1	split_7	2	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896476869	29	split_79_a_bbf45d2d189d	split_79_a_bbf45d2d189d	true	split	79	a	a	bbf45d2d189dcd758e5f5b49c9f5b3f2	split_79_a_bbf45d2d189d	3	2	split_79_b_bbf45d2d189d	2	3	split_79_c_bbf45d2d189d	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896499387	30	close_95_a_	close_95_a_	true	close	95	a	a	4eed9ad9465482d543b9eef399a0841d	close_95_a_	2	1	close_95_b_	3	3	close_95_c_	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896519970	31	far_59_a_e4931ffa	far_59_a_e4931ffa	true	far	59	a	a	e4931ffa06d7b05cb04cb542e2c50eb4	far_59_a_e4931ffa	2	2	far_59_b_e4931ffa	3	1	far_59_c_e4931ffa	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896550714	32	far_10	far_10	true	far	106	a	a	2fc2b897b6b131c4dc75a59e280f3bf8	far_10	3	1	far_10	2	2	far_10	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896581046	33	split_13_a_fb9f11f128e0	split_13_a_fb9f11f128e0	true	split	13	a	a	fb9f11f128e006d2498725b9a1405ebb	split_13_a_fb9f11f128e0	2	3	split_13_b_fb9f11f128e0	1	1	split_13_c_fb9f11f128e0	3	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896607837	34	close_31_a_87e11555e72	close_31_a_87e11555e72	true	close	31	a	a	87e11555e7233fb4a9bdc22a1e02e82	close_31_a_87e11555e72	2	3	close_31_b_87e11555e72	1	2	close_31_c_87e11555e72	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896647196	35	close_122_a_2cb0ac27f1cdb3f0b2db0181	close_122_a_2cb0ac27f1cdb3f0b2db0181	true	close	122	a	a	2cb0ac27f1cdb3f0b2db0181fdb9f615	close_122_a_2cb0ac27f1cdb3f0b2db0181	1	3	close_122_b_2cb0ac27f1cdb3f0b2db0181	2	2	close_122_c_2cb0ac27f1cdb3f0b2db0181	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896676238	36	split_12	split_12	true	split	121	a	a	91cf38c4b99d75374fa746d16faad4f5	split_12	1	2	split_12	3	3	split_12	2	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896690867	37	close_23_a_3c81fab5678a3872	close_23_a_3c81fab5678a3872	true	close	23	a	a	3c81fab5678a3872327289c00b6dc9ca	close_23_a_3c81fab5678a3872	1	2	close_23_b_3c81fab5678a3872	3	1	close_23_c_3c81fab5678a3872	2	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896710468	38	split_133_a_a5a2d09e	split_133_a_a5a2d09e	true	split	133	a	a	a5a2d09e5384237869513d0907f19c8f	split_133_a_a5a2d09e	2	3	split_133_b_a5a2d09e	3	1	split_133_c_a5a2d09e	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896731882	39	far_138_a_67d9afec46e2	far_138_a_67d9afec46e2	true	far	138	a	a	67d9afec46e20fd279c4b4a860b67e81	far_138_a_67d9afec46e2	3	3	far_138_b_67d9afec46e2	2	2	far_138_c_67d9afec46e2	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896752827	40	far_24_a_d9a1f2e7290c	far_24_a_d9a1f2e7290c	true	far	24	a	a	d9a1f2e7290cd2c3baab0c7159046dc4	far_24_a_d9a1f2e7290c	3	1	far_24_b_d9a1f2e7290c	1	3	far_24_c_d9a1f2e7290c	2	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896782964	41	close_8	close_8	true	close	82	a	a	668c488e900c2ede62a9eaa32bfe99c4	close_8	2	2	close_8	1	3	close_8	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896813780	42	split_29_a_b8fe0dd70ba	split_29_a_b8fe0dd70ba	true	split	29	a	a	b8fe0dd70bae3a9dba7a8c9ac8add14	split_29_a_b8fe0dd70ba	2	3	split_29_b_b8fe0dd70ba	3	2	split_29_c_b8fe0dd70ba	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896837142	43	split_67_a_d3f3	split_67_a_d3f3	true	split	67	a	a	d3f31fd0fc99f45e8b3f6b4a44a70e52	split_67_a_d3f3	2	3	split_67_b_d3f3	3	2	split_67_c_d3f3	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896859103	44	close_7	close_7	true	close	71	a	a	22cc9b68e67339738d2d730aebe7865d	close_7	3	2	close_7	2	1	close_7	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896881386	45	close_120_a_4185	close_120_a_4185	true	close	120	a	a	41852b57b492559eb36178084a593098	close_120_a_4185	3	1	close_120_b_4185	1	3	close_120_c_4185	2	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896899059	46	far_84_a_5402eecc67e48950	far_84_a_5402eecc67e48950	true	far	84	a	a	5402eecc67e489502fa77440dcb93214	far_84_a_5402eecc67e48950	1	1	far_84_b_5402eecc67e48950	2	3	far_84_c_5402eecc67e48950	3	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896917731	47	split_11	split_11	true	split	118	a	a	b3e4c494a862986b9226550f5173ae53	split_11	3	2	split_11	1	3	split_11	2	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896930186	48	split_28_a_c79532846cee59c35a45	split_28_a_c79532846cee59c35a45	true	split	28	a	a	c79532846cee59c35a4549f761d78642	split_28_a_c79532846cee59c35a45	2	1	split_28_b_c79532846cee59c35a45	3	3	split_28_c_c79532846cee59c35a45	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896947650	49	close_102_a_9e6564dce4cc128e	close_102_a_9e6564dce4cc128e	true	close	102	a	a	9e6564dce4cc128efc24661f5f8d5d00	close_102_a_9e6564dce4cc128e	3	1	close_102_b_9e6564dce4cc128e	2	3	close_102_c_9e6564dce4cc128e	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896972660	50	close_98_a_c04	close_98_a_c04	true	close	98	a	a	c04c5b7d68b4e6481a68dda91fe5259	close_98_a_c04	2	2	close_98_b_c04	3	3	close_98_c_c04	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501896990024	51			true	far	69	a	a	fe6b3c001a86d844d5767a0de8dd037e		1	1		3	2		2	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897034135	52	split_57_a_1055f78d441d170c4f34	split_57_b_1055f78d441d170c4f34	false	split	57	a	b	1055f78d441d170c4f3443b22038d340	split_57_a_1055f78d441d170c4f34	2	1	split_57_b_1055f78d441d170c4f34	3	2	split_57_c_1055f78d441d170c4f34	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897061436	53	far_109_a_44ddb3d4	far_109_a_44ddb3d4	true	far	109	a	a	44ddb3d46266bb0ffebad4f49b26ec52	far_109_a_44ddb3d4	1	1	far_109_b_44ddb3d4	3	3	far_109_c_44ddb3d4	2	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897081821	54	far_51_a_81628a0b5f7f	far_51_a_81628a0b5f7f	true	far	51	a	a	81628a0b5f7f9ad7ba94feecf6f7a200	far_51_a_81628a0b5f7f	3	3	far_51_b_81628a0b5f7f	2	1	far_51_c_81628a0b5f7f	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897111996	55	split_58_a_6cf3b41688df	split_58_a_6cf3b41688df	true	split	58	a	a	6cf3b41688dfc4b4707cdefe012d0353	split_58_a_6cf3b41688df	3	3	split_58_b_6cf3b41688df	2	2	split_58_c_6cf3b41688df	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897131584	56	far_	far_	true	far	8	a	a	e78f25a1f66c19a38a63c123f2a561a6	far_	1	3	far_	3	1	far_	2	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897150439	57	close_74_a_2dc5055b	close_74_a_2dc5055b	true	close	74	a	a	2dc5055b8d900ec7db4b0ee93cf61ed1	close_74_a_2dc5055b	2	3	close_74_b_2dc5055b	1	2	close_74_c_2dc5055b	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897178795	58	clo	clo	true	close	26	a	a	bce5c7402feef6d235fce1b314c89aa4	clo	2	2	clo	3	1	clo	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897211846	59	close_117_a_665bfb42a036	close_117_a_665bfb42a036	true	close	117	a	a	665bfb42a0362f71d577f4b88a77dd38	close_117_a_665bfb42a036	3	1	close_117_b_665bfb42a036	2	3	close_117_c_665bfb42a036	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897226316	60	split_18_a_8e0832b4	split_18_a_8e0832b4	true	split	18	a	a	8e0832b4ee38c9743b8d5c0ebdd194c8	split_18_a_8e0832b4	2	3	split_18_b_8e0832b4	3	1	split_18_c_8e0832b4	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897253067	61	split_130_a_	split_130_a_	true	split	130	a	a	8a21b853c8de77f0c8687ff9b0b4e4ac	split_130_a_	3	3	split_130_b_	2	1	split_130_c_	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897275164	62	far_4_a_38b5f764afc9d28f200ad3f421b6	far_4_a_38b5f764afc9d28f200ad3f421b6	true	far	4	a	a	38b5f764afc9d28f200ad3f421b6c3d0	far_4_a_38b5f764afc9d28f200ad3f421b6	2	3	far_4_b_38b5f764afc9d28f200ad3f421b6	1	2	far_4_c_38b5f764afc9d28f200ad3f421b6	3	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897296229	63	close_14_a_4fdcd44fd622400a	close_14_a_4fdcd44fd622400a	true	close	14	a	a	4fdcd44fd622400a97fe55e7ac43b9fd	close_14_a_4fdcd44fd622400a	3	3	close_14_b_4fdcd44fd622400a	2	2	close_14_c_4fdcd44fd622400a	1	1	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897316165	64	far_16_a_a3260f0c8fdd	far_16_a_a3260f0c8fdd	true	far	16	a	a	a3260f0c8fddf11cf0f4992137d8f4a3	far_16_a_a3260f0c8fdd	2	3	far_16_b_a3260f0c8fdd	3	1	far_16_c_a3260f0c8fdd	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897332453	65	far_9_a_ee445cf3	far_9_a_ee445cf3	true	far	9	a	a	ee445cf3710af7e21548fc89657a4fac	far_9_a_ee445cf3	2	1	far_9_b_ee445cf3	1	3	far_9_c_ee445cf3	3	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897356178	66	spl	spl	true	split	60	a	a	6223f3849d57154b5ecb3cc57fe87cee	spl	2	3	spl	1	1	spl	3	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897379090	67	far_38_a_	far_38_a_	true	far	38	a	a	a66d78cbf3603e8bba9df3ea0397b1a6	far_38_a_	3	1	far_38_b_	2	3	far_38_c_	1	2	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897401354	68	far_10	far_10	true	far	101	a	a	9c7c3478edebfc1031d38697be8abe58	far_10	3	1	far_10	2	2	far_10	1	3	clickedObj
pilot0	9734-7bdb2c43-17cb-4fa1-9d85-444d6c4a4a5f	1501897420782	69	far_114_a_6f70a7948c59b49943da6ec2	far_114_a_6f70a7948c59b49943da6ec2	true	far	114	a	a	6f70a7948c59b49943da6ec23cebe068	far_114_a_6f70a7948c59b49943da6ec2	1	2	far_114_b_6f70a7948c59b49943da6ec2	2	3	far_114_c_6f70a7948c59b49943da6ec2	3	1	clickedObj
