gameid,time,roundNum,redH,redW,redX,redY,blueH,blueW,blueX,blueY,plazaD,plazaX,plazaY,lilyX,lilyY,mouseX, mouseY
2594-e,1479511853616,35,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 357, 181, 375, 205
2594-e,1479511917526,36,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 239, 254, 262, 169
2594-e,1479511975928,37,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 360, 100, 385, 110
2594-e,1479512076820,38,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 260, 300, 265, 338
2594-e,1479512100767,39,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 410, 100, 423, 121
2594-e,1479512122140,40,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 120, 269, 140, 276
2594-e,1479512138394,41,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 310, 70, 340, 113
2594-e,1479512168868,42,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 300, 150, 296, 171
2594-e,1479512194106,43,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 300, 100, 317, 96
2594-e,1479512230775,44,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 310, 250, 314, 222
2594-e,1479512262616,45,87, 271, 113, 53, 60, 69, 272, 335, 100, 318, 75, 320, 100, 341, 114
2594-e,1479512295110,46,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 500, 166, 512, 189
2594-e,1479512317252,47,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 250, 279, 252, 305
2594-e,1479512339220,48,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 348, 236, 344, 228
2594-e,1479512373370,49,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 190, 360, 204, 374
2594-e,1479512475671,50,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 180, 340, 209, 358
