iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329755294	16	far_84_a_5402eecc67e489502fa7	speaker	could be your used as aa recliner if was a bit more lengthy	14649	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329772048	17	far_114_a_6f70a7948c59b49943da6ec23cebe068	speaker	has vertical stripes	3397	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329803227	18	far_30_a_313bfbd7bc2d516e14d782de5388	speaker	has a whole between the back and the sit	6301	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329818645	19	close_111_a_892d8090f05c136dd93768e7	speaker	has a pillow	1694	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329846442	20	close_70_a_99e4c4b39b75a06b30e06a011e63	speaker	opaque back with horizontal stripes 	16933	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329878856	21	close_8_a_e78f25a1f66c19a38a63c123f2a5	speaker	the back looks like it has ears and its pieces are thicker	17515	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329918147	22	split_135_a_61950eabab269b5c530a9fedbeceb83	speaker	box-like legs and opaque	12861	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329938486	23	split_101_a_9c7c3478edebfc10	speaker	has armrests and it is curvy	7418	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329965920	24	close_71_a_22cc9b68e67339738d2d730aebe7	speaker	has wholes to put bottles	9943	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502329971639	24	close_71_a_22cc9b68e67339738d2d730aebe7	speaker	holes	1548	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330004522	25	close_29_a_b8fe0dd70bae3a9dba7a8c9ac8a	speaker	five bars on the back	5726	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330050094	26	split_2_a_46c7367eede2d9c5ca2ed12df13a	speaker	pool chair usually made with plastic like stripes	16341	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330071175	27	far_128_a_faca91ff3f9e2b93a87dbaf229daf408	speaker	tall sit	3463	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330103771	28	split_113_a_3e1e1070ed7a0ba67484091a041f	speaker	curvy with top piece being more boxy	18783	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330170204	29	close_95_a_4eed9ad9465482d543b9eef399a0	speaker	has a whole and its back support is between two pieces	43374	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330203980	30	close_39_a_20b36bbb42d36e0771d	speaker	it has a wheel	8163	chatMessage
pilot1	5203-3c590f48-139a-4c4e-a241-f9a36de3d9a4	1502330229497	31	close_18_a_8e0832b4ee38c9743b8d5c0ebdd1	speaker	it has a round whole in the middle	5845	chatMessage
