expid	gameid	time	trialNum	intendedName	role	text	reactionTime	condition	eventType
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119309937	24	pigeon	speaker	pigeon	1785	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119318541	25	chihuahua	speaker	dog	521	further	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119333060	26	bloodhound	speaker	taller, dark dog	2184	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119351624	27	tomtit	speaker	i think chickadee	2704	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119354707	27	tomtit	speaker	black head	1533	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119357311	27	tomtit	speaker	black throat	1380	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119371314	28	hatchback	speaker	suv looking thing	2491	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119382240	29	doberman	speaker	dog	551	further	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119394966	30	woven	speaker	white metal legs	2160	closer	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119404837	31	bullmastiff	speaker	dog	455	further	chatMessage
pilot1	1626-b1695214-ab3b-4f0b-a736-efafb2a3db55	1502119414409	32	pug	speaker	dog again	1364	further	chatMessage
