expid	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	object4Name	object4SketcherLoc	object4ViewerLoc	intendedName	clickedName	correct	pose	condition	eventType
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502126873511	14	weimaraner	2	4	pug	4	2	doberman	3	1	bloodhound	1	3	weimaraner	pug	false	24	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502126926476	15	crow	1	2	sparrow	3	4	bluejay	2	3	tomtit	4	1	crow	crow	true	32	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502126957381	16	redsport	3	2	beetle	2	1	white	1	3	hatchback	4	4	redsport	hatchback	false	29	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127028939	17	white	3	3	beetle	2	1	redsport	1	2	hatchback	4	4	white	hatchback	false	28	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127060855	18	bluejay	3	4	sparrow	4	2	crow	2	3	tomtit	1	1	bluejay	bluejay	true	21	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127078877	19	squat	4	3	pigeon	3	2	redantique	2	4	goldenretriever	1	1	squat	squat	true	4	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127098346	20	inlay	2	4	robin	3	3	brown	4	1	basset	1	2	inlay	inlay	true	17	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127126659	21	knob	4	3	cuckoo	1	1	bluesport	3	2	bullmastiff	2	4	knob	knob	true	20	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127145672	22	doberman	2	4	pug	4	1	weimaraner	3	3	bloodhound	1	2	doberman	doberman	true	34	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127162052	23	waiting	2	2	nightingale	1	3	bluesedan	3	4	chihuahua	4	1	waiting	waiting	true	23	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127219701	24	leather	1	3	straight	4	1	sling	3	4	woven	2	2	leather	leather	true	26	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127276438	25	hatchback	4	2	beetle	2	4	redsport	1	3	white	3	1	hatchback	hatchback	true	2	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127289575	26	goldenretriever	2	3	pigeon	4	2	redantique	3	4	squat	1	1	goldenretriever	goldenretriever	true	18	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127301541	27	bullmastiff	4	4	cuckoo	2	2	bluesport	3	3	knob	1	1	bullmastiff	bullmastiff	true	27	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127314962	28	basset	1	2	robin	3	1	brown	4	4	inlay	2	3	basset	basset	true	15	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127335202	29	woven	3	3	straight	4	4	sling	2	1	leather	1	2	woven	woven	true	3	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127359358	30	bloodhound	1	4	pug	3	3	weimaraner	4	2	doberman	2	1	bloodhound	bloodhound	true	38	closer	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127380738	31	chihuahua	3	4	nightingale	1	3	bluesedan	4	2	waiting	2	1	chihuahua	chihuahua	true	30	further	clickedObj
pilot1	2684-ac6ed9e6-d991-4978-bcae-211dc47e958a	1502127434148	32	tomtit	4	2	sparrow	2	1	crow	1	3	bluejay	3	4	tomtit	bluejay	false	14	closer	clickedObj
