expid	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	object4Name	object4SketcherLoc	object4ViewerLoc	intendedName	clickedName	correct	pose	condition	eventType
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131173616	11	inlay	3	3	waiting	2	4	squat	4	2	knob	1	1	inlay	inlay	true	5	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131186170	12	bluesedan	4	4	nightingale	1	1	sling	2	3	bloodhound	3	2	bluesedan	bluesedan	true	18	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131205386	13	chihuahua	2	4	basset	1	1	goldenretriever	4	2	pug	3	3	chihuahua	chihuahua	true	1	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131215326	14	redsport	2	4	sparrow	3	2	straight	1	1	doberman	4	3	redsport	redsport	true	36	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131229480	15	bluesport	2	1	pigeon	1	3	woven	4	2	bullmastiff	3	4	bluesport	bluesport	true	31	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131251513	16	white	2	1	redantique	1	4	beetle	4	3	hatchback	3	2	white	white	true	8	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131269178	17	cuckoo	3	1	crow	2	2	tomtit	4	4	bluejay	1	3	cuckoo	cuckoo	true	23	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131279894	18	leather	1	3	robin	2	4	brown	3	2	weimaraner	4	1	leather	leather	true	19	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131302412	19	beetle	4	1	redantique	1	3	white	3	4	hatchback	2	2	beetle	white	false	26	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131311699	20	woven	3	3	pigeon	4	4	bluesport	1	2	bullmastiff	2	1	woven	woven	true	34	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131331970	21	goldenretriever	2	3	basset	4	1	chihuahua	3	4	pug	1	2	goldenretriever	goldenretriever	true	17	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131343514	22	sling	3	1	nightingale	1	4	bluesedan	4	2	bloodhound	2	3	sling	sling	true	20	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131366189	23	squat	3	3	waiting	1	4	inlay	4	2	knob	2	1	squat	squat	true	13	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131375860	24	straight	2	1	sparrow	1	2	redsport	3	3	doberman	4	4	straight	straight	true	21	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131413986	25	knob	1	2	waiting	4	4	inlay	3	3	squat	2	1	knob	squat	false	22	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131426342	26	bloodhound	4	2	nightingale	2	3	bluesedan	3	4	sling	1	1	bloodhound	bloodhound	true	0	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131435858	27	bullmastiff	3	2	pigeon	2	3	bluesport	4	1	woven	1	4	bullmastiff	bullmastiff	true	12	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131447454	28	bluejay	3	1	crow	2	4	tomtit	1	3	cuckoo	4	2	bluejay	bluejay	true	33	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131456300	29	weimaraner	2	1	robin	4	2	brown	1	4	leather	3	3	weimaraner	weimaraner	true	29	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131478745	30	hatchback	2	1	redantique	4	2	white	3	3	beetle	1	4	hatchback	hatchback	true	3	closer	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131488851	31	doberman	2	1	sparrow	1	3	redsport	4	4	straight	3	2	doberman	doberman	true	16	further	clickedObj
pilot1	4705-a456c2db-ab6b-426b-8dfa-9fcecc35e282	1502131505093	32	pug	3	3	basset	1	1	chihuahua	4	2	goldenretriever	2	4	pug	pug	true	9	closer	clickedObj
