expid	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	object4Name	object4SketcherLoc	object4ViewerLoc	intendedName	clickedName	correct	pose	condition	eventType
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122154871	12	waiting	1	4	straight	4	3	squat	3	2	inlay	2	1	waiting	waiting	true	34	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122176845	13	beetle	3	2	bluejay	1	1	knob	4	3	goldenretriever	2	4	beetle	beetle	true	21	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122197183	14	bullmastiff	2	3	basset	3	2	bloodhound	1	1	doberman	4	4	bullmastiff	bullmastiff	true	25	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122222233	15	robin	1	4	nightingale	2	3	crow	3	1	sparrow	4	2	robin	robin	true	3	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122234475	16	redsport	2	4	pigeon	1	1	leather	4	3	chihuahua	3	2	redsport	redsport	true	13	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122271818	17	crow	3	3	nightingale	4	4	robin	2	2	sparrow	1	1	crow	crow	true	31	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122295321	18	sling	2	1	cuckoo	1	4	hatchback	3	2	pug	4	3	sling	sling	true	37	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122313898	19	leather	3	4	pigeon	1	3	redsport	2	1	chihuahua	4	2	leather	leather	true	18	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122336924	20	bluesport	4	4	brown	1	3	redantique	2	1	white	3	2	bluesport	bluesport	true	19	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122366761	21	bloodhound	3	1	basset	2	4	bullmastiff	4	2	doberman	1	3	bloodhound	bloodhound	true	27	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122381308	22	knob	1	3	bluejay	2	1	beetle	4	2	goldenretriever	3	4	knob	knob	true	17	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122423184	23	squat	3	3	straight	2	1	waiting	4	4	inlay	1	2	squat	squat	true	2	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122445357	24	woven	4	3	tomtit	3	1	bluesedan	1	4	weimaraner	2	2	woven	woven	true	8	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122498684	25	sparrow	4	3	nightingale	2	1	robin	1	2	crow	3	4	sparrow	robin	false	23	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122535307	26	chihuahua	2	2	pigeon	4	3	redsport	3	1	leather	1	4	chihuahua	chihuahua	true	30	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122552366	27	goldenretriever	2	3	bluejay	4	4	beetle	3	1	knob	1	2	goldenretriever	goldenretriever	true	29	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122593459	28	white	2	2	brown	1	4	redantique	3	3	bluesport	4	1	white	white	true	28	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122606931	29	weimaraner	3	2	tomtit	2	3	bluesedan	4	1	woven	1	4	weimaraner	weimaraner	true	0	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122624820	30	doberman	4	4	basset	1	3	bullmastiff	3	1	bloodhound	2	2	doberman	doberman	true	6	closer	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122665274	31	pug	1	1	cuckoo	4	2	hatchback	2	4	sling	3	3	pug	pug	true	20	further	clickedObj
pilot1	1377-2105f297-3389-492a-a02e-513b0f5f28bb	1502122686330	32	inlay	2	4	straight	4	2	waiting	1	3	squat	3	1	inlay	inlay	true	35	closer	clickedObj
