workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.id,Answer.catch_trials
10,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3D8YOU6S9EKG3YR9WX0ZY4MKGE76UQ,10,Approved,Wed Apr 06 04:29:47 PDT 2016,Tue Apr 05 11:32:18 PDT 2016,Tue Apr 05 11:49:47 PDT 2016,Tue Apr 05 11:50:31 PDT 2016,,,,,"""2470-e""",[]
11,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,34T446B1C0EP3TOU8HZIVXQNWBD0C8,11,Approved,Wed Apr 06 04:30:03 PDT 2016,Tue Apr 05 11:33:21 PDT 2016,Tue Apr 05 11:50:03 PDT 2016,Tue Apr 05 12:40:04 PDT 2016,,,,,"""2470-e""",[]
12,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3VE8AYVF8MXEOUD7UN2YWIH8CMGF8K,12,Approved,Wed Apr 06 04:42:44 PDT 2016,Tue Apr 05 11:21:34 PDT 2016,Tue Apr 05 12:02:44 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""4793-5""",[]
13,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3Q5ZZ9ZEVOFMMXKIOBPPA6QVNS385V,13,Approved,Wed Apr 06 04:42:57 PDT 2016,Tue Apr 05 11:10:22 PDT 2016,Tue Apr 05 12:02:57 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""4793-5""",[]
14,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3MMN5BL1WZ4YT7ZI4TBF0RT6T13M39,14,Approved,Wed Apr 06 04:45:01 PDT 2016,Tue Apr 05 11:50:16 PDT 2016,Tue Apr 05 12:05:01 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""5613-0""",[]
15,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3T3IWE1XG6NUD3V4B1ONZDH9X1CTQJ,15,Approved,Wed Apr 06 04:45:20 PDT 2016,Tue Apr 05 11:50:17 PDT 2016,Tue Apr 05 12:05:20 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""5613-0""",[]
16,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3WMINLGALB3L46MC0JWBK3205XOCAA,16,Approved,Wed Apr 06 04:48:20 PDT 2016,Tue Apr 05 11:10:19 PDT 2016,Tue Apr 05 12:08:20 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""7850-e""",[]
17,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,31N2WW6R9RQSNX71I672519XW0OF3S,17,Approved,Wed Apr 06 04:48:28 PDT 2016,Tue Apr 05 11:11:08 PDT 2016,Tue Apr 05 12:08:28 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""7850-e""",[]
18,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3TPWUS5F891IBJPF1OS32SZRXGSWC6,18,Approved,Wed Apr 06 04:48:46 PDT 2016,Tue Apr 05 11:32:14 PDT 2016,Tue Apr 05 12:08:46 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""4927-d""",[]
19,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,35K3O9HUABDVXVNY7QOYOSDUNPHEFL,19,Approved,Wed Apr 06 04:48:56 PDT 2016,Tue Apr 05 11:50:23 PDT 2016,Tue Apr 05 12:08:56 PDT 2016,Tue Apr 05 12:40:05 PDT 2016,,,,,"""4927-d""",[]
20,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3TXWC2NHNZQN64135Z8B3DVYLIUS97,20,Approved,Wed Apr 06 04:49:23 PDT 2016,Tue Apr 05 11:57:12 PDT 2016,Tue Apr 05 12:09:23 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""8799-c""",[]
21,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3LBXNTKX0RVV2LN2Z9EY2LCQ0XW9XW,21,Approved,Wed Apr 06 04:49:24 PDT 2016,Tue Apr 05 11:40:43 PDT 2016,Tue Apr 05 12:09:24 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""8799-c""",[]
22,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3QBD8R3Z21J7B63YHNVB20AH21CO49,22,Approved,Wed Apr 06 04:50:50 PDT 2016,Tue Apr 05 11:32:13 PDT 2016,Tue Apr 05 12:10:50 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""7871-d""",[]
23,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3NXNZ5RS1AX1N6HBHWA08MZ2Y4I790,23,Approved,Wed Apr 06 04:51:29 PDT 2016,Tue Apr 05 11:58:00 PDT 2016,Tue Apr 05 12:11:29 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""4117-0""",[]
24,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,32SVAV9L3F9XR6QT7QLAR0Y6ZKE3A6,24,Approved,Wed Apr 06 04:51:35 PDT 2016,Tue Apr 05 11:51:06 PDT 2016,Tue Apr 05 12:11:35 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""4117-0""",[]
25,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3WT783CTPBHQNGR46XW7FEM6NF9CB5,25,Approved,Wed Apr 06 04:51:51 PDT 2016,Tue Apr 05 11:23:33 PDT 2016,Tue Apr 05 12:11:51 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""7783-7""",[]
26,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3Q5ZZ9ZEVOFMMXKIOBPPA6QVNS558U,26,Approved,Wed Apr 06 04:51:51 PDT 2016,Tue Apr 05 11:42:55 PDT 2016,Tue Apr 05 12:11:51 PDT 2016,Tue Apr 05 12:40:06 PDT 2016,,,,,"""6289-e""",[]
27,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3Y4W8Q93LZKF1MVOBAII0WYVB72VDV,27,Approved,Wed Apr 06 04:51:56 PDT 2016,Tue Apr 05 11:25:47 PDT 2016,Tue Apr 05 12:11:56 PDT 2016,Tue Apr 05 12:40:07 PDT 2016,,,,,"""7783-7""",[]
28,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3URFVVM165IIR8BKY2XAV2FFLI2UZ3,28,Approved,Wed Apr 06 04:51:59 PDT 2016,Tue Apr 05 11:50:45 PDT 2016,Tue Apr 05 12:11:59 PDT 2016,Tue Apr 05 12:40:07 PDT 2016,,,,,"""6289-e""",[]
29,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3FFJ6VRIL1OGGWAU0RV460OI9GX0IA,29,Approved,Wed Apr 06 04:52:10 PDT 2016,Tue Apr 05 11:12:32 PDT 2016,Tue Apr 05 12:12:10 PDT 2016,Tue Apr 05 12:40:07 PDT 2016,,,,,"""3720-1""",[]
30,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3PQMUDRV7R6RNRRA4HKAC4OEVAFIIO,30,Approved,Wed Apr 06 04:52:29 PDT 2016,Tue Apr 05 11:48:37 PDT 2016,Tue Apr 05 12:12:29 PDT 2016,Tue Apr 05 12:40:07 PDT 2016,,,,,"""3720-1""",[]
31,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,33IZTU6J811D70J18FEPJGHGSLJSXO,31,Approved,Wed Apr 06 04:56:55 PDT 2016,Tue Apr 05 11:20:19 PDT 2016,Tue Apr 05 12:16:55 PDT 2016,Tue Apr 05 12:39:24 PDT 2016,,,,,"""6983-1""",[]
32,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3OSWBBLG1EX75B0JBPJ0OHVGRIADXG,32,Approved,Wed Apr 06 04:57:52 PDT 2016,Tue Apr 05 11:20:20 PDT 2016,Tue Apr 05 12:17:52 PDT 2016,Tue Apr 05 12:39:24 PDT 2016,,,,,"""5957-a""",[]
33,344M16OZKIF4Z32LFC297ERJ3OHNE2,379L1CFRK7L5B66XTX729IUI7WGT85,colorReference,Play a fun game with another turker! One of you will be shown a color and will use a chat box to help the other person pick it out of a lineup.,language research stanford fun multiplayer game cognitive science university,$1.50,Tue Apr 05 11:09:54 PDT 2016,198,0,0,198,Reviewable,NotReviewed,1 cond,3600,60000,Thu May 05 11:09:54 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=344M16OZKIF4Z32LFC297ERJ3OHNE2,3N2BF7Y2VQUDNF6HJE0H4LUGC6LHMB,33,Approved,Wed Apr 06 04:58:54 PDT 2016,Tue Apr 05 11:58:04 PDT 2016,Tue Apr 05 12:18:54 PDT 2016,Tue Apr 05 12:39:25 PDT 2016,,,,,"""2714-3""",[]
