gameid	time	trialNum	strokeNum	targetName	svg
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069263134	2	4	chihuahua	M70.77774,91.04166c0,0.33333 0,0.66667 0,1c0,8.50264 -9.5619,1 -1,1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069296465	3	1	redsport	M94.77774,122.04166c8.20923,0 22.74443,50.74443 28,56c4.26706,4.26706 5.69847,-14.65076 15,-10c3.17937,1.58969 -5.94745,13.02628 -2,15c4.11335,2.05667 19.47063,-6.84312 28,-4c3.28395,1.09465 38.7024,5.2976 40,4c0.37048,-0.37048 7.46719,-20.84427 4,-22c-16.75184,-5.58395 -11.8663,-19.93315 -18,-23c-1.88562,-0.94281 -2,-6 -2,-6c0,0 17.61874,3.23748 11,-10c-1.34333,-2.68666 -9.74944,-4.62528 -13,-3c-1.1952,0.5976 -1.61284,10.38716 -4,8c-8.81969,-8.81969 -9.30954,-22.30954 -17,-30c-4.68602,-4.68602 -50.95191,3.95191 -54,7c-2.96986,2.96986 -14.63726,10 -17,10
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069299616	3	2	redsport	M133.77774,184.04166c0,-12.10373 -23.95653,-0.95653 -15,8c6.77331,6.77331 12,-4.06098 12,-9
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069302061	3	3	redsport	M99.77774,131.04166c0,-22.48265 -27.24921,6.8754 -15,13c13.1957,6.59785 11,-13.10053 11,-20
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069304374	3	4	redsport	M189.77774,184.04166c0,16.79335 21.03967,0 9,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069307830	3	5	redsport	M137.77774,154.04166c2.16958,0 14.63719,-2.63719 7,5c-5.16696,5.16696 -17.68392,-5 -6,-5
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069310765	3	6	redsport	M167.77774,157.04166c4.22066,0 7.57874,-2.57874 10,-5c2.5107,-2.5107 2,5.90708 2,7c0,7.04322 -13.68842,1 -17,1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069313979	3	7	redsport	M147.77774,166.04166c10.19361,0 36.32379,-4.97137 31,11c-0.08852,0.26556 -3.41355,0 -4,0c-9.70712,0 -26,-1.5639 -26,-11
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069343896	4	1	brown	M85.77774,147.04166c5.95023,0 5.61938,-19.38062 2,-23c-8.56747,-8.56747 -40.22846,12.54308 -33,27c8.29344,16.58687 36,-5.09329 36,-11
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069347722	4	2	brown	M74.77774,140.04166c0,-11.32461 -16.79789,7 -7,7c8.67652,0 4,-11.04418 4,-4c0,1.41421 -3,1.58579 -3,3
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069366704	4	3	brown	M43.77774,149.04166c0,-3.25111 -0.0588,-18.31373 2,-19c4.96781,-1.65594 39.50781,-24.49219 46,-18c1.62114,1.62114 3.93274,32.93274 7,36c1.05739,1.05739 51.85428,0 59,0c25,0 50,0 75,0c11.51235,0 24.30449,-1.56517 35,2c1.04104,0.34701 4.06561,0.93439 2,3c-8.43742,8.43742 -27.62519,-21.87506 -31,-23c-2.62665,-0.87555 -17.89605,-13.10395 -24,-7c-1.95639,1.95639 -1.04149,6 -5,6c-0.88602,0 -3.37943,0.31029 -4,0c-2.087,-1.0435 0.4576,-4.71198 0,-7c-0.66118,-3.30591 -3.00154,-6.00461 -4,-9c-0.2357,-0.70711 -1.37983,-0.58655 -2,-1c-7.14581,-4.76388 -13.0375,-4.0375 -19,-10c-9.52089,-9.52089 -10.0896,-26.02987 -25,-31c-25.5443,-8.51477 -71.57391,-4.21304 -90,5c-4.85192,2.42596 2.80829,21.19171 -1,25c-4.16178,4.16178 -24.6382,3.6382 -31,10c-2.95696,2.95696 -7.65374,29.69253 -5,35c0.34367,0.68735 10.13576,0 11,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069373630	4	4	brown	M211.77774,149.04166c1.70942,0 12.72151,15.27849 20,8c1.31616,-1.31616 10.0908,-9 11,-9
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069408956	5	1	goldenretriever	M103.77774,128.04166c0,22.19608 2,45.58315 2,65c0,3.47213 -0.20363,6 3,6
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069411945	5	2	goldenretriever	M145.77774,129.04166c0,23.95454 3,48.00681 3,70c0,2.51481 -0.95379,4 2,4
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069417578	5	3	goldenretriever	M103.77774,129.04166c0,26.15445 68.53915,-5.46085 51,-23c-5.54775,-5.54775 -15.14807,-20.95064 -27,-17c-4.87088,1.62363 -42.04955,40 -22,40
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069421682	5	4	goldenretriever	M122.77774,120.04166c0,2.10819 -2,3.89181 -2,6c0,8.8852 15.93337,-3.06663 10,-9c-6.67335,-6.67335 -8,5.576 -8,9
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069423611	5	5	goldenretriever	M118.77774,106.04166c2,0 4,0 6,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069425465	5	6	goldenretriever	M135.77774,103.04166c1.66667,0 3.33333,0 5,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069427705	5	7	goldenretriever	M105.77774,104.04166c0,18.31078 -28,23.47437 -28,42c0,2.10819 -4.10819,6 -2,6c2.75231,0 7.23273,-11.23273 9,-13c4.85749,-4.85749 15.87426,-8.74853 18,-13c0.35335,-0.7067 1,-2.44154 1,-3
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069430392	5	8	goldenretriever	M155.77774,102.04166c6.59683,0 43.49487,28.50513 33,39c-0.26958,0.26958 -4.77624,0.16782 -5,0c-9.32633,-6.99474 -12.85513,-17.92756 -23,-23c-0.66667,-0.33333 -1,-1.25464 -1,-2c0,-1.70833 0.86782,-4 -1,-4
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069450133	6	1	nightingale	M84.77774,116.04166c0,21.27883 27.10949,36.27737 50,42c4.81619,1.20405 15.02883,1.02883 18,4c2.68908,2.68908 13.31125,-1.84438 15,-1c0.6601,0.33005 0,8.97614 0,10c0,10.52828 3.68133,21 -8,21c-0.70816,0 -8,0 -8,0c0,0 1.56667,1 2,1c4.61195,0 15,10.28806 15,-1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069454761	6	2	nightingale	M180.77774,161.04166c0,9.76923 -2.90364,27.19271 1,35c0.33333,0.66667 1.52705,1.47295 1,2c-1.64992,1.64992 -9.33333,0 -7,0c5,0 10,0 15,0c0.2,0 3,0 3,0c0,0 -18.15907,-0.84093 -19,0c-3.18783,3.18783 7,9.31601 7,2
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069461254	6	3	nightingale	M171.77774,157.04166c0,-5.77351 9,-6.16687 9,3c0,1.57967 -4.36411,3.36411 -5,4c-0.33264,0.33264 -4.30433,5.69567 -7,3c-7.62839,-7.62839 19.59748,-13 22,-13c0.66667,0 1.5286,0.4714 2,0c3.71527,-3.71527 12.27134,-9.27134 17,-14c3.99382,-3.99382 8.16308,-14.16308 12,-18c0.4714,-0.4714 1.33333,0 2,0c11.05781,0 20.87173,-3 31,-3
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069468560	6	4	nightingale	M220.77774,119.04166c0,-18.13233 -102.00078,-36.00078 -116,-50c-0.70711,-0.70711 -2.05132,0.31623 -3,0c-2.79056,-0.93019 -24.40933,-14.59067 -31,-8c-0.2357,0.2357 0,0.66667 0,1c0,15.39569 -3,34.34846 -3,52c0,1.33333 -0.94281,3.05719 0,4c2.10709,2.10709 16.63821,0 20,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069472162	6	5	nightingale	M69.77774,113.04166c0,-9.01845 50,-29.09267 50,-43
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069475227	6	6	nightingale	M93.77774,67.04166c0,4.34701 -22.36684,21 -28,21
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069497182	7	1	sparrow	M147.77774,152.04166c0,1.38753 -1.31707,1.31707 -2,2c-4.58189,4.58189 -12.63473,25.81736 -21,30c-3.38642,1.69321 -9.7708,-1.93752 -13,0c-2.70264,1.62159 -8.98456,7 -13,7c-0.33333,0 -0.66667,0 -1,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069497414	7	2	sparrow	M97.77774,191.04166
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069498924	7	3	sparrow	M144.77774,158.04166
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069501617	7	4	sparrow	M163.77774,154.04166c0,12.45173 -7.13856,24.27712 -11,32c-0.83819,1.67638 -9.53647,-1.46353 -11,0c-3.32407,3.32407 -7.62047,7 -12,7
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069517415	7	5	sparrow	M162.77774,152.04166c12.16061,0 24.14663,-2.71334 35,0c6.08066,1.52016 13.74396,7.49758 20,10c8.08611,3.23444 18.88037,8 28,8c0.33333,0 4,1 3,1c-12.37748,0 -19.27028,-17.09009 -31,-21c-4.46817,-1.48939 -14.5226,1.31827 -18,-1c-33.54606,-22.36404 -84.04279,-25.5107 -122,-35c-6.02194,-1.50549 -41.63808,-11.36192 -45,-8c-6.18806,6.18806 -1,15.01115 -1,21c0,0.41176 0.26471,2.73529 0,3c-2.83333,2.83333 -14.16667,-2.83333 -17,0c-9.42477,9.42477 21.023,6.0115 23,7c7.38479,3.6924 15.45004,10.45004 24,19c7.2398,7.2398 29.92707,10.97569 39,14c14.03692,4.67897 23.32371,-3.16185 33,-8c0.09621,-0.0481 9,-9.76121 9,-5
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069531057	8	1	pigeon	M92.77774,73.04166c-5.31032,0 -11.26428,4.26428 -14,7c-0.63645,0.63645 -5,0.07173 -5,2c0,1.66667 3.33333,0 5,0c5,0 10,0 15,0
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069536699	8	2	pigeon	M91.77774,71.04166c0,-16.41017 -3.32412,-30 16,-30c33.03111,0 52.44164,32.04573 63,69c2.94597,10.31091 7.08851,31.08851 15,39c11.86366,11.86366 85,19.50398 85,29
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069547730	8	3	pigeon	M270.77774,178.04166c-4,0 -8,0 -12,0c-3.59343,0 -3.17585,3 -6,3c-21.96194,0 19.01845,6.00922 25,9c1.78885,0.89443 1.1094,4.3359 0,6c-1.73112,2.59669 -53.31731,-5.68269 -54,-5c-1.17851,1.17851 0.74536,3.50929 0,5c-0.16086,0.32173 -4.47286,0 -5,0c-15.33333,0 -30.66667,0 -46,0c-0.31041,0 -6.55287,-4.89426 -8,-2c-2.59706,5.19411 4.04604,19.47698 3,20c-1.52228,0.76114 -6.33734,0 -8,0c-18.11381,0 -3.93361,-7.86722 -10,-20c-0.73101,-1.46202 -1.99068,3.99534 -2,4c-6.24036,3.12018 -28.09493,0.18003 -33,-2c-29.47113,-13.09828 -4.02508,-72.35005 -20,-83c-6.21231,-4.14154 -3.83952,-35.51855 -2,-30
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069550464	8	4	pigeon	M102.77774,59.04166c0,-14.7342 -6.19719,0.80281 -3,4c5.57501,5.57501 5,-8.09235 5,-10
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069564590	9	1	basset	M102.77774,113.04166c0,8.8603 0.43892,17.56108 -5,23c-0.4714,0.4714 -0.66667,2 0,2c3.00978,0 5.05916,-2.11831 6,-4c2.07096,-4.14193 7,-7.36919 7,-12
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069568527	9	2	basset	M71.77774,180.04166c0,10.53212 -14.70035,61.55052 -19,68c-0.69417,1.04126 -2,9 -2,9c0,0 20.29603,-10.59206 22,-14c7.10047,-14.20094 -17,-6.97667 -17,1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069572623	9	3	basset	M70.77774,186.04166c6.10519,0 22.23108,-5.38446 27,-3c1.73845,0.86923 -2,3.33333 -3,5c-3.24197,5.40329 -5,44.15359 -5,52c0,0.61024 -0.38964,3.61036 0,4c5.93354,5.93354 18.01701,-13.98299 16,-16c-0.4714,-0.4714 -1.33333,0 -2,0c-5.85251,0 -15.65789,14 -20,14
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069576605	9	4	basset	M97.77774,187.04166c6.58915,0 79.69286,-3.69286 82,-6c1.68908,-1.68908 -3.74361,2.65815 -4,3c-2.09303,2.79071 -1,9.89325 -1,13c0,13.61399 0.22982,28.08071 -3,41c-0.09142,0.36566 -1,6 -1,6c0,0 1.97922,-1.98961 2,-2c2.08702,-1.04351 29.47745,-12.52255 19,-23c-4.74754,-4.74754 -18.38072,16.38072 -20,18c-0.75588,0.75588 -2,0.43381 -2,2
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069579166	9	5	basset	M178.77774,181.04166c0,5.00773 -2.18526,27.81474 2,32c2.52036,2.52036 15.58559,-7 9,-7c-0.95983,0 -5.23674,-0.76326 -6,0c-0.75588,0.75588 -0.43381,2 -2,2
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069584802	9	6	basset	M178.77774,184.04166c3.92003,0 4.39895,-2.39895 6,-4c1.78595,-1.78595 34.56082,-1 40,-1c4.30643,0 20.82088,8.17912 25,4c3.00229,-3.00229 6.35008,-14.29984 4,-19c-7.13091,-14.26181 -35.50675,4.49325 -40,0c-3.02123,-3.02123 1.59692,-15.70154 -3,-18c-4.1127,-2.05635 -16.26681,0 -21,0c-28.41411,0 -55.39377,-12.7677 -84,-8c-7.44234,1.24039 -31.1625,12.48749 -34,21c-0.85054,2.55163 -2.50023,12.74989 0,14c1.78937,0.89469 4,6.04292 4,4
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069588240	9	7	basset	M205.77774,153.04166c0,35.17263 -5.49812,40.00751 3,74c1.05767,4.23067 1.62021,13.45993 9,11c7.44309,-2.48103 12.31289,-23.43555 11,-30c-0.7916,-3.95801 -13.70501,-15.17501 -16,-19c-2.04134,-3.40223 -7,-26.65712 -7,-29c0,-1.4714 -1,-1.5286 -1,-3
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069605590	10	1	white	M58.77774,133.04166c0,-6.86344 37.22919,-19.6146 46,-24c25.91208,-12.95604 94.44734,-10.77633 118,1c8.03806,4.01903 35.29972,4.59945 40,14c2.69617,5.39235 4.47539,22.57384 2,30c-1.05357,3.16071 -20.78479,6.21521 -24,3c-1.47417,-1.47417 -1.03427,-5.03427 -3,-7c-0.84984,-0.84984 -1.92503,-1.46252 -3,-2c-3.21932,-1.60966 -11.53041,0 -15,0c-37.94239,0 -80.08278,-0.61656 -117,-8c-6.14778,-1.22956 -15.17,0.94333 -21,-1c-8.18676,-2.72892 -20.95135,-6 -29,-6
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069608760	10	2	white	M88.77774,141.04166c-5.63392,0 -6.22827,1.22827 -10,5c-1.4196,1.4196 -4.95302,0.95302 -6,2c-7.57842,7.57842 23.76351,12.11825 28,10c3.97835,-1.98917 3.05974,-5.08961 5,-8c6.61365,-9.92047 -7.33375,-9 -14,-9
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069611640	10	3	white	M212.77774,149.04166c-11.27461,0 -19.32177,3.32177 -27,11c-0.14019,0.14019 -0.08171,3.95915 0,4c31.61047,15.80523 57.32272,-15 17,-15
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069616080	10	4	white	M194.77774,112.04166c0,3.53623 -14.22903,17.77097 -12,20c1.35684,1.35684 10.53854,0 13,0c2.43977,0 10.39185,-29.39185 3,-22c-1.5,1.5 -6.5,-0.5 -8,1c-0.8795,0.8795 -2,6.91111 -2,8
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069619113	10	5	white	M125.77774,99.04166c0,17.98055 -32.66499,23 -50,23
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069630673	11	1	squat	M83.77774,83.04166c0,48.33518 -3,96.10614 -3,144
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069636141	11	2	squat	M82.77774,84.04166c23.98195,-23.98195 111.0644,-57 146,-57c31.3614,0 62.65016,12.74922 55,51c-7.84088,39.20441 -85.77869,25.77869 -99,39c-0.15584,0.15584 -1.83983,2.16017 -1,3c11.62355,11.62355 2,81.22059 2,103
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069640552	11	3	squat	M87.77774,127.04166c17.65378,0 58.25299,-42.3755 86,-47c33.67202,-5.612 29.21316,39 -2,39
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069641805	11	4	squat	M171.77774,119.04166c0,36.96783 -2,74.7005 -2,111
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069643590	11	5	squat	M83.77774,133.04166c29.58676,0 61.01657,-1 90,-1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069644936	11	6	squat	M114.77774,69.04166c0,13.33333 0,26.66667 0,40c0,0.4714 0.5286,1 1,1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069646913	11	7	squat	M125.77774,57.04166c0,19.09247 4,36.79095 4,54
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069650264	11	8	squat	M133.77774,56.04166c-3,10.33333 -6.31131,20.58133 -9,31c-0.41646,1.6138 3.33333,0 5,0c1.88627,0 18.10197,0.89803 13,6c-1.72074,1.72074 -3,-0.95624 -3,-2c0,-4.12096 -1,-57.23858 -1,-38
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069652046	11	9	squat	M105.77774,136.04166c0,37.53758 4,72.39888 4,110
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069654383	11	10	squat	M199.77774,27.04166c0,25.44075 -2,50.85831 -2,76
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069655837	11	11	squat	M213.77774,36.04166c0,2 0,4 0,6c0,24.66667 0,49.33333 0,74c0,1.50836 -0.7631,5 1,5
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069668017	12	1	cuckoo	M158.77774,138.04166
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069681779	12	2	cuckoo	M111.77774,120.04166c-13.14385,0 -57.66033,33.3962 -72,42c-2.44052,1.46431 -21,16 -21,16c0,0 10.33597,-0.67193 11,-2c8.45731,-16.91461 25.72814,-11.36407 39,-18c5.84845,-2.92423 18.14146,-14 26,-14c1.42735,0 10,-2 10,-2c0,0 -5.51793,8.03586 -6,9c-9.96539,19.93079 -35.65084,24.65084 -50,39c-1.58114,1.58114 -6,3 -6,3c0,0 21.07363,-6.62945 22,-7c21.11723,-8.44689 48.59336,-24.59336 60,-36c9.57973,-9.57973 35.76739,29.15507 69,7c14.79715,-9.86477 14.66538,-70.33076 22,-85c5.94287,-11.88574 23.73093,-6.73093 27,-10c1.15306,-1.15306 -1.54765,-3.0953 -2,-4c-0.16016,-0.32033 -16.27259,-9.45483 -19,-4c-0.33333,0.66667 -0.66667,2.66667 -1,2c-0.52669,-1.05338 0.94548,-8.52726 0,-9c-9.07696,-4.53848 -20.00528,-24.99736 -38,-16c-10.56171,5.28086 -8.85794,14.71588 -13,23c-5.16768,10.33536 -55.77014,63 -57,63
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069683949	12	3	cuckoo	M181.77774,166.04166c0,13.48688 6,31.04346 6,36
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069687215	12	4	cuckoo	M181.77774,201.04166c5.06304,0 20.24158,2.75842 24,-1
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069712607	13	1	weimaraner	M94.77774,90.04166c0,3.19713 -1.47969,13 -5,13c-1.28092,0 4.62877,-13.62877 5,-14c5.35248,-5.35248 54.99453,-13.00547 63,-5c5.08938,5.08938 -1.69051,26.30949 -10,18c-5.39214,-5.39214 4,-19.95507 4,-23
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069715441	13	2	weimaraner	M94.77774,87.04166c0,5.04447 11.96201,16.346 1,20c-0.87331,0.2911 -4.76031,2.23969 -6,1c-3.61434,-3.61434 -4,-8.85086 -4,-15
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069721901	13	3	weimaraner	M101.77774,99.04166c0.66667,0 1.33333,0 2,0c0.66667,0 1.5286,0.4714 2,0c1.69568,-1.69568 4.70871,-5.41742 6,-8c1.13009,-2.26019 31,-5.39723 31,6
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069725303	13	4	weimaraner	M103.77774,99.04166c0,19.40487 -1.0778,41.76659 5,60c0.68803,2.06409 8.75227,1 10,1c17.47084,0 33.68475,-13.47803 36,-32c1.84045,-14.72364 -12,-13.90087 -12,-29
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069727085	13	5	weimaraner	M105.77774,157.04166c0,17.77303 -1,35.10937 -1,53
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069729370	13	6	weimaraner	M148.77774,149.04166c0,2.66667 0,5.33333 0,8c0,1.33333 0,2.66667 0,4c0,1.66667 0,3.33333 0,5c0,13.92478 1,28.70923 1,42c0,2.09803 0.03034,4 2,4
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069731546	13	7	weimaraner	M103.77774,194.04166c0,6.36761 1,13.26333 1,19
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069732918	13	8	weimaraner	M148.77774,201.04166c0,1.88317 -1.64014,13 2,13
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069734987	13	9	weimaraner	M109.77774,157.04166c1.20185,0 2,1.79815 2,3c0,16 0,32 0,48
6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7	1493069737329	13	10	weimaraner	M143.77774,152.04166c0,13.33333 0,26.66667 0,40c0,4.59369 -0.42343,10.38747 -1,15c-0.18905,1.51242 -2,7.60021 -2,6
